Sample,Gene,SE_Score
TCGA-P5-A5F1-01,TBC1D3,-0.019191146
TCGA-WK-A8XS-01,TFRC,-0.019190848
TCGA-E2-A15R-01,KIRREL,-0.01918441
TCGA-KK-A8IF-01,KEAP1,-0.01917316
TCGA-P5-A781-01,TBC1D3,-0.019171715
TCGA-S9-A7IZ-01,TBC1D3,-0.019170761
TCGA-C8-A12N-01,PTEN,-0.019166887
TCGA-IK-7675-01,TBC1D3,-0.019159317
TCGA-N5-A4RO-01,GMPS,-0.01915726
TCGA-AK-3453-01,PTEN,-0.019156814
TCGA-BR-8364-01,PTEN,-0.019156754
TCGA-E2-A1IK-01,PTEN,-0.019156337
TCGA-FS-A1ZH-06,TBC1D3,-0.019155025
TCGA-DX-A8BK-01,TBC1D3,-0.019142866
TCGA-RY-A845-01,RFK,-0.019141406
TCGA-HT-A5R5-01,TBC1D3,-0.01913786
TCGA-EJ-A8FO-01,KIRREL,-0.019134104
TCGA-KS-A41I-01,PTEN,-0.019132614
TCGA-2A-AAYF-01,PTEN,-0.019129515
TCGA-DU-A7TA-01,TBC1D3,-0.019129515
TCGA-GL-7966-01,NF2,-0.019122511
TCGA-ET-A39I-01,TBC1D3,-0.019119382
TCGA-KL-8325-01,KIRREL,-0.019117951
TCGA-VD-AA8M-01,PTEN,-0.019112587
TCGA-DW-7963-01,KIRREL,-0.019110411
TCGA-WB-A817-01,GMPS,-0.019109368
TCGA-D8-A145-01,TRPM7,-0.019107103
TCGA-BK-A56F-01,NF2,-0.01910311
TCGA-D5-6920-01,TBC1D3,-0.019102573
TCGA-B6-A0X4-01,KEAP1,-0.019098006
TCGA-AR-A24T-01,NF2,-0.019093513
TCGA-AP-A5FX-01,TBC1D3,-0.019093394
TCGA-J4-A67S-01,KIRREL,-0.019090325
TCGA-S9-A7J2-01,PTEN,-0.019075155
TCGA-V1-A8WS-01,TBC1D3,-0.019072175
TCGA-XU-A92Q-01,TBC1D3,-0.019069672
TCGA-WK-A8Y0-01,AHCY,-0.01906535
TCGA-P8-A5KD-01,PTEN,-0.019064426
TCGA-S9-A6U5-01,TBC1D3,-0.019064188
TCGA-F9-A7Q0-01,KIRREL,-0.019059628
TCGA-UT-A88C-01,KIRREL,-0.019059092
TCGA-TK-A8OK-01,GMPS,-0.019054055
TCGA-3C-AALJ-01,PTEN,-0.019053817
TCGA-EJ-5515-01,KIRREL,-0.019046903
TCGA-C8-A130-01,NF2,-0.019037426
TCGA-FE-A235-01,TBC1D3,-0.019031525
TCGA-HC-7230-01,KIRREL,-0.019030988
TCGA-3X-AAVE-01,KIRREL,-0.019029051
TCGA-VF-A8AC-01,KIRREL,-0.019027233
TCGA-DW-5560-01,TFRC,-0.019027114
TCGA-G9-6348-01,KIRREL,-0.019025475
TCGA-HC-A6AN-01,TFRC,-0.019023657
TCGA-B8-5545-01,HSCB,-0.019020855
TCGA-A2-A0T1-01,KIRREL,-0.019013941
TCGA-HC-A6HY-01,NF2,-0.019013494
TCGA-AO-A12H-01,KIRREL,-0.019009411
TCGA-V1-A8WN-01,PTEN,-0.019006371
TCGA-4V-A9QU-01,TBC1D3,-0.01900363
TCGA-A7-A26E-01,ADSL,-0.019000113
TCGA-B6-A0RQ-01,GMPS,-0.018999338
TCGA-SR-A6MV-01,KIRREL,-0.018996596
TCGA-DE-A0XZ-01,KIRREL,-0.01899159
TCGA-BJ-A0Z9-01,NF2,-0.018988833
TCGA-EM-A22J-01,TBC1D3,-0.01898837
TCGA-XN-A8T5-01,TBC1D3,-0.018985748
TCGA-HC-7210-01,PTEN,-0.018985331
TCGA-D3-A3CC-06,PTEN,-0.018982828
TCGA-SU-A7E7-01,PTEN,-0.018980503
TCGA-MR-A520-01,KIRREL,-0.018974125
TCGA-E1-A7YU-01,GMPS,-0.0189735
TCGA-HT-7609-01,TBC1D3,-0.018960714
TCGA-BH-A0BO-01,PTEN,-0.018960595
TCGA-DX-AB2X-01,TBC1D3,-0.018958807
TCGA-X7-A8M8-01,TBC1D3,-0.01895678
TCGA-BJ-A0ZC-01,NF2,-0.018954098
TCGA-WB-A814-01,PTEN,-0.018946648
TCGA-BH-A0DI-01,GMPS,-0.018944472
TCGA-KK-A8I4-01,PTEN,-0.018935561
TCGA-HM-A6W2-01,KIRREL,-0.018934697
TCGA-IG-A7DP-01,KIRREL,-0.018933743
TCGA-E8-A417-01,NF2,-0.01893042
TCGA-KN-8424-01,TBC1D3,-0.018927574
TCGA-AO-A12B-01,PTEN,-0.018924773
TCGA-BJ-A45F-01,KEAP1,-0.018920355
TCGA-B6-A0X0-01,PTEN,-0.018917978
TCGA-PG-A7D5-01,KIRREL,-0.01891309
TCGA-IB-7887-01,KIRREL,-0.018911988
TCGA-S7-A7X0-01,PTEN,-0.018911421
TCGA-E2-A14N-01,TBC1D3,-0.018908143
TCGA-2G-AAG8-01,PTEN,-0.01890707
TCGA-XK-AAJR-01,KIRREL,-0.018905759
TCGA-FS-A1Z4-06,TBC1D3,-0.018902898
TCGA-QU-A6IL-01,PTEN,-0.018902898
TCGA-AO-A1KT-01,TRPM7,-0.01889062
TCGA-DJ-A2QB-01,TBC1D3,-0.018888474
TCGA-XU-A92U-01,PTEN,-0.018886387
TCGA-OR-A5JO-01,KIRREL,-0.018886358
TCGA-QH-A6CU-01,TBC1D3,-0.018884301
TCGA-SC-A6LQ-01,PTEN,-0.018884122
TCGA-MK-A4N7-01,KIRREL,-0.01888311
TCGA-DB-5278-01,PTEN,-0.018882632
TCGA-BB-4225-01,TBC1D3,-0.018882155
TCGA-KK-A6E7-01,TBC1D3,-0.018876672
TCGA-BF-AAP8-01,PTEN,-0.018872261
TCGA-QH-A65Z-01,TBC1D3,-0.018870234
TCGA-WC-A87T-01,KIRREL,-0.018870115
TCGA-WH-A86K-01,TBC1D3,-0.018861532
TCGA-D6-6517-01,KIRREL,-0.018860579
TCGA-EM-A1YA-01,GMPS,-0.01884675
TCGA-XU-A936-01,TBC1D3,-0.018839598
TCGA-AJ-A3EJ-01,TBC1D3,-0.018832922
TCGA-XU-AAXZ-01,KEAP1,-0.018831745
TCGA-DB-5275-01,TBC1D3,-0.018830776
TCGA-OR-A5KU-01,CAB39,-0.018829376
TCGA-AR-A1AV-01,TBC1D3,-0.018819213
TCGA-AO-A126-01,KIRREL,-0.018818796
TCGA-HZ-8001-01,TBC1D3,-0.01881373
TCGA-AO-A12A-01,PTEN,-0.01881212
TCGA-SH-A9CT-01,PTEN,-0.018811822
TCGA-DB-A4XA-01,GMPS,-0.018796742
TCGA-BQ-5891-01,TBC1D3,-0.018792987
TCGA-BH-A0W5-01,HSCB,-0.018790603
TCGA-CH-5764-01,TBC1D3,-0.018786907
TCGA-UC-A7PD-01,TBC1D3,-0.018785238
TCGA-ET-A39N-01,C11orf30,-0.018782847
TCGA-DB-A4XE-01,TBC1D3,-0.018780828
TCGA-CZ-5454-01,PTEN,-0.01878059
TCGA-B6-A0RO-01,KIRREL,-0.018778488
TCGA-EB-A6L9-06,KIRREL,-0.018777013
TCGA-38-4627-01,TBC1D3,-0.018772364
TCGA-TQ-A7RV-01,PTEN,-0.018772304
TCGA-G9-6364-01,TBC1D3,-0.018769026
TCGA-KN-8435-01,PTEN,-0.018766046
TCGA-S9-A6WG-01,NSMCE1,-0.018765211
TCGA-EJ-5517-01,PTEN,-0.018765092
TCGA-TM-A84J-01,TBC1D3,-0.018761992
TCGA-S3-AA15-01,PTEN,-0.018759489
TCGA-EK-A2RM-01,TBC1D3,-0.01875627
TCGA-DU-6407-01,TBC1D3,-0.018755317
TCGA-A2-A1G1-01,NF2,-0.018748522
TCGA-XE-AANR-01,PTEN,-0.018747628
TCGA-KL-8333-01,KIRREL,-0.018746167
TCGA-DH-A7UV-01,TBC1D3,-0.01874137
TCGA-FG-A711-01,TBC1D3,-0.018738985
TCGA-CQ-7065-01,TBC1D3,-0.018737078
TCGA-CS-4938-01,TBC1D3,-0.018736362
TCGA-BJ-A45H-01,PTEN,-0.018732786
TCGA-DH-A7UU-01,TBC1D3,-0.018725991
TCGA-EM-A2CN-01,TBC1D3,-0.018724442
TCGA-AX-A3FZ-01,GMPS,-0.018717647
TCGA-D8-A1Y2-01,KIRREL,-0.018716067
TCGA-3A-A9IR-01,PTEN,-0.018710673
TCGA-J9-A52B-01,KIRREL,-0.018710583
TCGA-BJ-A2P4-01,KIRREL,-0.018709153
TCGA-E2-A1IL-01,PTEN,-0.018708289
TCGA-AR-A24O-01,PTEN,-0.018700242
TCGA-KS-A41F-01,TBC1D3,-0.018699884
TCGA-J4-A67K-01,KIRREL,-0.018695652
TCGA-ZA-A8F6-01,TBC1D3,-0.018692613
TCGA-WC-A884-01,TBC1D3,-0.018691063
TCGA-HT-7877-01,PTEN,-0.018690407
TCGA-C8-A27A-01,KIRREL,-0.01867795
TCGA-A4-A772-01,KIRREL,-0.01867643
TCGA-XM-AAZ1-01,PTEN,-0.018675506
TCGA-55-6986-01,PTEN,-0.018674672
TCGA-CK-5912-01,TBC1D3,-0.018669248
TCGA-V4-A9F5-01,KEAP1,-0.01866659
TCGA-FB-AAQ2-01,KIRREL,-0.018660575
TCGA-CH-5788-01,TBC1D3,-0.018657565
TCGA-E2-A156-01,HSCB,-0.01865673
TCGA-IM-A41Y-01,TBC1D3,-0.018649101
TCGA-B0-5084-01,TBC1D3,-0.018645644
TCGA-DM-A28G-01,TRPM7,-0.018637896
TCGA-E9-A243-01,ADSL,-0.018629849
TCGA-AR-A0TR-01,KIRREL,-0.018628567
TCGA-EL-A3T3-01,TBC1D3,-0.018623829
TCGA-KS-A4IB-01,TBC1D3,-0.018622875
TCGA-QH-A65S-01,TBC1D3,-0.018619776
TCGA-DU-A5TS-01,TFRC,-0.018619657
TCGA-BR-7722-01,TBC1D3,-0.01861918
TCGA-R6-A6Y2-01,TBC1D3,-0.018613696
TCGA-AX-A3G7-01,PTEN,-0.018609285
TCGA-P5-A5F2-01,TBC1D3,-0.018608212
TCGA-G9-6336-01,KEAP1,-0.018607896
TCGA-CL-4957-01,TBC1D3,-0.018606186
TCGA-HT-7857-01,KIRREL,-0.018596917
TCGA-KK-A7AU-01,PTEN,-0.018596709
TCGA-YS-A95C-01,PTEN,-0.018590689
TCGA-BH-A1FG-01,PTEN,-0.018589497
TCGA-E8-A242-01,KIRREL,-0.018588781
TCGA-AC-A2FB-01,PTEN,-0.018581867
TCGA-MQ-A6BR-01,GMPS,-0.01858005
TCGA-D8-A1XO-01,AHCY,-0.018577874
TCGA-EJ-A65G-01,CAB39,-0.01857046
TCGA-AL-3467-01,KIRREL,-0.018567353
TCGA-06-2570-01,TBC1D3,-0.018556237
TCGA-EM-A3FM-01,TBC1D3,-0.018554688
TCGA-2J-AABU-01,AHCY,-0.018553436
TCGA-Z4-A8JB-01,PTEN,-0.018552363
TCGA-SP-A6QF-01,PTEN,-0.018552184
TCGA-EW-A1J6-01,GMPS,-0.018551052
TCGA-HT-8109-01,TBC1D3,-0.018548965
TCGA-G9-7523-01,KIRREL,-0.018545717
TCGA-2J-AABV-01,NSMCE1,-0.018541753
TCGA-EL-A3GV-01,TBC1D3,-0.01853466
TCGA-EJ-5506-01,PTEN,-0.0185318
TCGA-B8-A8YJ-01,GMPS,-0.018531084
TCGA-CJ-4904-01,TBC1D3,-0.018529415
TCGA-BP-4991-01,PTEN,-0.018529117
TCGA-EL-A3CR-01,KIRREL,-0.018523425
TCGA-DB-5280-01,TBC1D3,-0.01852262
TCGA-A2-A0YF-01,PTEN,-0.018512905
TCGA-OR-A5JT-01,KIRREL,-0.018511444
TCGA-G9-6354-01,KIRREL,-0.018509239
TCGA-E2-A1LI-01,KIRREL,-0.018503815
TCGA-ZG-A9MC-01,CAB39,-0.018503763
TCGA-VM-A8C8-01,TBC1D3,-0.01850307
TCGA-FC-A4JI-01,TRPM7,-0.018500745
TCGA-E2-A1B4-01,TBC1D3,-0.018499374
TCGA-HT-7902-01,TBC1D3,-0.018496037
TCGA-OR-A5K6-01,CAB39,-0.018495694
TCGA-C8-A133-01,PTEN,-0.018494248
TCGA-J4-A6G1-01,KIRREL,-0.018492162
TCGA-V4-A9EU-01,KIRREL,-0.018492043
TCGA-CJ-5681-01,PTEN,-0.018487275
TCGA-KL-8337-01,TBC1D3,-0.018485308
TCGA-C5-A1M9-01,HSCB,-0.01848507
TCGA-SX-A7SU-01,TRPM7,-0.018481404
TCGA-HT-7605-01,TBC1D3,-0.0184803
TCGA-E9-A1R2-01,KIRREL,-0.018479407
TCGA-SR-A6MP-01,PTEN,-0.01847744
TCGA-EJ-7788-01,CAB39,-0.018476069
TCGA-FK-A3SH-01,GMPS,-0.018474579
TCGA-IE-A4EI-01,GMPS,-0.01847282
TCGA-BH-A1F6-01,TBC1D3,-0.018468738
TCGA-FG-A70Y-01,TBC1D3,-0.018467903
TCGA-IR-A3L7-01,TFRC,-0.018466592
TCGA-G7-6792-01,KIRREL,-0.018466234
TCGA-DD-A4NP-01,KIRREL,-0.018460631
TCGA-AS-3777-01,KIRREL,-0.018448502
TCGA-WB-A80V-01,TBC1D3,-0.01844716
TCGA-BH-A208-01,ADSL,-0.018445551
TCGA-QR-A6H1-01,KIRREL,-0.018443495
TCGA-B6-A0RV-01,GMPS,-0.018442571
TCGA-V1-A9Z7-01,PTEN,-0.018439174
TCGA-C8-A12U-01,GMPS,-0.01843834
TCGA-CS-6666-01,TBC1D3,-0.0184381
TCGA-HT-A5RB-01,TBC1D3,-0.018437028
TCGA-2J-AABH-01,PTEN,-0.01843524
TCGA-D8-A4Z1-01,TBC1D3,-0.018434763
TCGA-44-5645-01,NF2,-0.018432528
TCGA-E9-A1R5-01,KIRREL,-0.018426627
TCGA-3S-AAYX-01,PTEN,-0.018426597
TCGA-ZB-A96F-01,PTEN,-0.018425524
TCGA-EL-A3D6-01,TBC1D3,-0.018423557
TCGA-28-1747-01,TBC1D3,-0.018412828
TCGA-S9-A6TU-01,TBC1D3,-0.01841259
TCGA-BP-4975-01,TRPM7,-0.0184111
TCGA-DJ-A3V5-01,TBC1D3,-0.018409014
TCGA-E9-A22H-01,KIRREL,-0.018408328
TCGA-WP-A9GB-01,TBC1D3,-0.018407106
TCGA-5X-AA5U-01,PTEN,-0.018405855
TCGA-BH-A1ET-01,KIRREL,-0.018402934
TCGA-R8-A6MO-01,TBC1D3,-0.01839912
TCGA-QR-A70J-01,PTEN,-0.01839894
TCGA-DU-6401-01,TBC1D3,-0.018398523
TCGA-KN-8426-01,TBC1D3,-0.018396735
TCGA-ET-A2N5-01,TFRC,-0.018388867
TCGA-HC-A8D1-01,PTEN,-0.01838857
TCGA-HT-A74L-01,RAD9A,-0.018387556
TCGA-CS-6667-01,TBC1D3,-0.018383384
TCGA-EL-A3MX-01,TRPM7,-0.01837042
TCGA-DU-7008-01,TBC1D3,-0.018369913
TCGA-5P-A9KH-01,PTEN,-0.018365145
TCGA-DX-A48U-01,PTEN,-0.018363178
TCGA-ZB-A961-01,TBC1D3,-0.018361807
TCGA-DU-6405-01,TBC1D3,-0.018355012
TCGA-SC-A6LR-01,TBC1D3,-0.018350959
TCGA-XU-AAY1-01,KIRREL,-0.01835084
TCGA-2G-AAF8-01,PTEN,-0.018349528
TCGA-E2-A15H-01,CAB39,-0.018346757
TCGA-IB-7888-01,PTEN,-0.01834613
TCGA-2G-AAFV-01,PTEN,-0.018343866
TCGA-BH-A201-01,PTEN,-0.018343449
TCGA-FG-8191-01,TBC1D3,-0.018329382
TCGA-A7-A13G-01,PTEN,-0.018327117
TCGA-G9-6342-01,KIRREL,-0.01832527
TCGA-JV-A5VE-01,TBC1D3,-0.018322945
TCGA-ZC-AAAF-01,PTEN,-0.018320858
TCGA-VN-A88O-01,PTEN,-0.018306196
TCGA-WB-A80Y-01,KIRREL,-0.01830554
TCGA-XA-A8JR-01,KIRREL,-0.01830545
TCGA-BH-A1EX-01,KIRREL,-0.018305242
TCGA-DH-5140-01,KIRREL,-0.018299341
TCGA-OR-A5LM-01,KIRREL,-0.018296123
TCGA-J8-A4HW-01,PTEN,-0.018294334
TCGA-TM-A7CA-01,TBC1D3,-0.018291593
TCGA-QR-A6GO-01,PTEN,-0.018286824
TCGA-F6-A8O3-01,TBC1D3,-0.018285751
TCGA-X7-A8M0-01,PTEN,-0.018285215
TCGA-IB-AAUP-01,TBC1D3,-0.018283129
TCGA-HT-7686-01,PTEN,-0.018281281
TCGA-4V-A9QM-01,KIRREL,-0.018277615
TCGA-BH-A0DP-01,KIRREL,-0.018276662
TCGA-TS-A7OY-01,PTEN,-0.018276513
TCGA-A7-A26J-01,PTEN,-0.01827079
TCGA-G9-6351-01,GMPS,-0.018269658
TCGA-5U-AB0E-01,KIRREL,-0.018269062
TCGA-BQ-5879-01,GMPS,-0.018267155
TCGA-TQ-A7RO-01,TBC1D3,-0.018261671
TCGA-H2-A2K9-01,TMX2,-0.01826033
TCGA-HW-7495-01,TBC1D3,-0.0182544
TCGA-DX-A3LY-01,KIRREL,-0.018250823
TCGA-DB-A75O-01,PTEN,-0.01824987
TCGA-E2-A1IU-01,KIRREL,-0.018248975
TCGA-KU-A6H8-01,TBC1D3,-0.018244982
TCGA-E3-A3DZ-01,PTEN,-0.01823616
TCGA-DU-A7TG-01,KIRREL,-0.018235236
TCGA-KK-A7AQ-01,KIRREL,-0.01823315
TCGA-4A-A93W-01,TRPM7,-0.018232465
TCGA-DU-7018-01,TBC1D3,-0.018231153
TCGA-VN-A88R-01,PTEN,-0.01822859
TCGA-AO-A03V-01,GMPS,-0.018223763
TCGA-IS-A3K6-01,KIRREL,-0.018222988
TCGA-3B-A9I0-01,KIRREL,-0.018219143
TCGA-CG-4449-01,TBC1D3,-0.018218398
TCGA-VS-A9UT-01,NF2,-0.018212885
TCGA-VF-A8A8-01,TRPM7,-0.018210351
TCGA-DB-A64O-01,KIRREL,-0.018206984
TCGA-HT-7482-01,NSMCE1,-0.01820597
TCGA-EO-A22Y-01,TBC1D3,-0.01820302
TCGA-BJ-A0Z2-01,TFRC,-0.018200994
TCGA-EW-A2FW-01,TRPM7,-0.018200517
TCGA-XE-AAOJ-01,KIRREL,-0.018195033
TCGA-B6-A0RH-01,TBC1D3,-0.018191457
TCGA-EL-A3T0-01,KIRREL,-0.018176705
TCGA-EJ-7792-01,TBC1D3,-0.01817441
TCGA-BH-A1EO-01,TBC1D3,-0.018165827
TCGA-VM-A8CH-01,TBC1D3,-0.018164277
TCGA-PG-A916-01,PTEN,-0.018162549
TCGA-DH-A7UT-01,TBC1D3,-0.018158674
TCGA-A3-3373-01,ADSL,-0.018155217
TCGA-ZS-A9CE-01,ADSL,-0.01815486
TCGA-ER-A197-06,GMPS,-0.01815331
TCGA-3G-AB19-01,PTEN,-0.018149257
TCGA-HC-7750-01,KIRREL,-0.01814881
TCGA-X7-A8D8-01,AHCY,-0.018135577
TCGA-D8-A1JE-01,KIRREL,-0.018135428
TCGA-75-6212-01,KIRREL,-0.018133223
TCGA-E1-A7YI-01,TBC1D3,-0.01812601
TCGA-YR-A95A-01,TBC1D3,-0.018124819
TCGA-BQ-7059-01,GMPS,-0.018124282
TCGA-Y8-A8RZ-01,TBC1D3,-0.018120766
TCGA-X7-A8DE-01,TBC1D3,-0.018117428
TCGA-E7-A8O7-01,TBC1D3,-0.018116951
TCGA-AX-A3G6-01,GMPS,-0.018115073
TCGA-D8-A27K-01,TBC1D3,-0.018113494
TCGA-WB-A81A-01,PTEN,-0.018113256
TCGA-IM-A3U3-01,PTEN,-0.018112361
TCGA-2A-AAYO-01,NF2,-0.018111855
TCGA-EL-A3GP-01,KIRREL,-0.018102169
TCGA-RY-A840-01,TBC1D3,-0.018099666
TCGA-X7-A8M6-01,PTEN,-0.018098533
TCGA-HW-8319-01,TBC1D3,-0.018093824
TCGA-C5-A7CO-01,ADSL,-0.01809007
TCGA-BH-A6R8-01,GMPS,-0.018086493
TCGA-HT-7616-01,TBC1D3,-0.018083453
TCGA-BP-4987-01,CAB39,-0.01808262
TCGA-4X-A9FD-01,PTEN,-0.018080711
TCGA-G9-6379-01,TBC1D3,-0.018080115
TCGA-HC-8261-01,PTEN,-0.018078983
TCGA-QS-A744-01,GMPS,-0.018078148
TCGA-KL-8329-01,PTEN,-0.018077135
TCGA-KO-8411-01,PTEN,-0.018075526
TCGA-DU-6408-01,TBC1D3,-0.018075466
TCGA-EW-A1J1-01,KEAP1,-0.018074058
TCGA-ZG-A9LM-01,PTEN,-0.018073559
TCGA-W2-A7HH-01,HSCB,-0.018070936
TCGA-KP-A3W4-01,TBC1D3,-0.018065333
TCGA-J7-6720-01,KIRREL,-0.01806447
TCGA-QR-A70P-01,GMPS,-0.018063873
TCGA-V4-A9EJ-01,PTEN,-0.018061697
TCGA-FG-A87N-01,PTEN,-0.018061638
TCGA-4K-AA1G-01,PTEN,-0.018060386
TCGA-S9-A6TW-01,TBC1D3,-0.018055558
TCGA-EJ-8468-01,TBC1D3,-0.018053532
TCGA-BH-A0HI-01,NF2,-0.018052101
TCGA-J8-A3O1-01,TBC1D3,-0.018050313
TCGA-OR-A5J6-01,PTEN,-0.01804614
TCGA-IB-7647-01,TBC1D3,-0.018045664
TCGA-SI-A71O-01,PTEN,-0.018043876
TCGA-2G-AAFH-01,TFRC,-0.018041492
TCGA-A3-3322-01,TBC1D3,-0.01804018
TCGA-FY-A3R9-01,GMPS,-0.018036127
TCGA-2G-AAG5-01,PTEN,-0.018033803
TCGA-ZB-A96K-01,PTEN,-0.018033803
TCGA-4A-A93Y-01,PTEN,-0.018032074
TCGA-IR-A3LB-01,KIRREL,-0.01803121
TCGA-FB-A4P5-01,KIRREL,-0.018027276
TCGA-D8-A27L-01,AHCY,-0.018021375
TCGA-FG-A60L-01,NF2,-0.018021226
TCGA-A2-A4S3-01,TBC1D3,-0.018018961
TCGA-S9-A6UB-01,TBC1D3,-0.018016934
TCGA-DD-A39W-01,KEAP1,-0.018014811
TCGA-KN-8421-01,TBC1D3,-0.018012762
TCGA-3X-AAV9-01,CAB39,-0.01801052
TCGA-3A-A9IX-01,TBC1D3,-0.018007994
TCGA-W5-AA38-01,TBC1D3,-0.018002152
TCGA-G9-6378-01,PTEN,-0.01799947
TCGA-P5-A733-01,TBC1D3,-0.017996907
TCGA-YL-A8SB-01,PTEN,-0.01798886
TCGA-A2-A0D3-01,PTEN,-0.01798594
TCGA-EE-A17Z-06,GMPS,-0.017985374
TCGA-XJ-A9DQ-01,KIRREL,-0.017984748
TCGA-MX-A5UG-01,TBC1D3,-0.01798284
TCGA-JW-A5VK-01,TBC1D3,-0.017982006
TCGA-27-2528-01,TBC1D3,-0.017977238
TCGA-ZF-AA5N-01,GMPS,-0.017973632
TCGA-ET-A40P-01,TBC1D3,-0.017972946
TCGA-HC-7212-01,ADSL,-0.01797229
TCGA-MK-A84Z-01,PTEN,-0.017970145
TCGA-EW-A1P8-01,PTEN,-0.017969668
TCGA-A4-7997-01,GMPS,-0.017969131
TCGA-EL-A4K9-01,TBC1D3,-0.017968893
TCGA-B6-A0RN-01,TBC1D3,-0.017967343
TCGA-DX-A6YR-01,TRPM7,-0.017966092
TCGA-EM-A3SZ-01,PTEN,-0.017963588
TCGA-2A-A8W1-01,KIRREL,-0.017960876
TCGA-E2-A1L8-01,KEAP1,-0.017959192
TCGA-KK-A6E5-01,KIRREL,-0.0179559
TCGA-EM-A3AP-01,PTEN,-0.017955363
TCGA-2G-AAL7-01,PTEN,-0.017953694
TCGA-PR-A5PG-01,KIRREL,-0.017950684
TCGA-HT-A4DV-01,TBC1D3,-0.017950654
TCGA-BH-A0DL-01,TBC1D3,-0.017949343
TCGA-2G-AAFJ-01,KIRREL,-0.017948687
TCGA-CF-A47W-01,PTEN,-0.017945707
TCGA-WB-A81E-01,AHCY,-0.01794535
TCGA-FS-A1ZE-06,TBC1D3,-0.01794076
TCGA-HT-7471-01,TBC1D3,-0.017940521
TCGA-IQ-A61J-01,KIRREL,-0.017938972
TCGA-TS-A7P3-01,PTEN,-0.017921567
TCGA-FW-A3I3-06,HSCB,-0.017919838
TCGA-MQ-A6BL-01,TBC1D3,-0.017916441
TCGA-SG-A6Z4-01,TBC1D3,-0.017916441
TCGA-3B-A9HZ-01,NF2,-0.017911255
TCGA-DJ-A2Q0-01,GMPS,-0.0179106
TCGA-F6-A8O4-01,TBC1D3,-0.017910004
TCGA-A2-A25F-01,KIRREL,-0.017906725
TCGA-D3-A1Q9-06,GMPS,-0.017905116
TCGA-GM-A2DF-01,PTEN,-0.017905116
TCGA-BA-A6DB-01,KIRREL,-0.01790458
TCGA-S9-A6UA-01,TBC1D3,-0.017903805
TCGA-WB-A81Q-01,TBC1D3,-0.017903566
TCGA-A2-A0EW-01,ADSL,-0.017902017
TCGA-VD-A8KM-01,GMPS,-0.017901123
TCGA-G7-6789-01,PTEN,-0.017887294
TCGA-QH-A65X-01,PTEN,-0.01788044
TCGA-N5-A4RS-01,KIRREL,-0.017879158
TCGA-WK-A8XQ-01,PTEN,-0.017876923
TCGA-D8-A1X7-01,KIRREL,-0.01786998
TCGA-V1-A9OT-01,TBC1D3,-0.017869592
TCGA-55-6543-01,PTEN,-0.017869294
TCGA-N1-A6IA-01,GMPS,-0.017868191
TCGA-HI-7168-01,TBC1D3,-0.017868161
TCGA-DK-A3WY-01,RAD9A,-0.017868042
TCGA-KO-8409-01,GMPS,-0.017868042
TCGA-EJ-7789-01,TBC1D3,-0.017863035
TCGA-E9-A295-01,TBC1D3,-0.01786232
TCGA-TP-A8TT-01,TBC1D3,-0.017854929
TCGA-FG-8185-01,RAD9A,-0.017854154
TCGA-HW-A5KM-01,TBC1D3,-0.017848969
TCGA-KL-8346-01,PTEN,-0.01784736
TCGA-DU-5870-01,TBC1D3,-0.017844677
TCGA-2J-AABE-01,KIRREL,-0.01784426
TCGA-EL-A3MY-01,PTEN,-0.01784122
TCGA-C8-A12Y-01,KEAP1,-0.017840924
TCGA-A2-A3XX-01,GMPS,-0.017840505
TCGA-3B-A9I3-01,KIRREL,-0.017840296
TCGA-G9-7509-01,CAB39,-0.017840274
TCGA-VP-A878-01,TBC1D3,-0.01783967
TCGA-W5-AA2X-01,NF2,-0.017839104
TCGA-2G-AAGJ-01,TBC1D3,-0.017836332
TCGA-DJ-A4V4-01,TBC1D3,-0.017836094
TCGA-BH-A0EA-01,PTEN,-0.017834723
TCGA-DH-A7US-01,TBC1D3,-0.01783359
TCGA-TS-A7OU-01,TFRC,-0.01783359
TCGA-VP-A87J-01,TBC1D3,-0.017833233
TCGA-GS-A9TV-01,ADSL,-0.017830253
TCGA-ZG-A9L1-01,KIRREL,-0.017822951
TCGA-EB-A5VU-01,TBC1D3,-0.017822146
TCGA-2G-AALQ-01,GMPS,-0.01782161
TCGA-A3-3378-01,TBC1D3,-0.017820239
TCGA-50-5932-01,TBC1D3,-0.01781857
TCGA-VS-A8EH-01,GMPS,-0.017817438
TCGA-E1-A7Z2-01,KIRREL,-0.01781544
TCGA-DI-A2QT-01,PTEN,-0.017813742
TCGA-DM-A1DB-01,TRPM7,-0.017809302
TCGA-H2-A421-01,GMPS,-0.0178079
TCGA-V1-A9OF-01,PTEN,-0.017803073
TCGA-E7-A6MF-01,TBC1D3,-0.017802477
TCGA-OR-A5KW-01,TBC1D3,-0.01780188
TCGA-XU-A933-01,PTEN,-0.017801702
TCGA-OR-A5J1-01,NF2,-0.017800063
TCGA-BW-A5NO-01,TBC1D3,-0.017798305
TCGA-W5-AA2W-01,KIRREL,-0.017793328
TCGA-DD-A1EH-01,CAB39,-0.017790988
TCGA-A7-A5ZW-01,PTEN,-0.017790198
TCGA-D8-A1XF-01,TBC1D3,-0.01778853
TCGA-QH-A6X4-01,DNLZ,-0.017778218
TCGA-B0-5706-01,TBC1D3,-0.017778158
