Sample	Gene	SE_Score
TCGA-EB-A51B-01	GPX4	0.0066
TCGA-EB-A550-01	CDAN1	0.0035
TCGA-EB-A551-01	GPX4	0.0052
TCGA-EB-A553-01	CDAN1	0.0085
TCGA-EB-A57M-01	GGNBP2	0.0056
TCGA-EB-A5FP-01	CCND1	0.0037
TCGA-EB-A5KH-06	ITGB5	0.0075
TCGA-EB-A5SE-01	TADA1	0.0073
TCGA-EB-A5SF-01	ITGB5	0.0104
TCGA-EB-A5SG-06	EP300	0.0079
TCGA-EB-A5SH-06	EP300	0.0045
TCGA-EB-A5UL-06	CDAN1	0.0044
TCGA-EB-A5UM-01	EP300	0.0035
TCGA-EB-A5UN-06	CDIPT	0.0027
TCGA-EB-A5VU-01	BCAR1	0.0079
TCGA-EB-A6L9-06	ELMO2	0.0088
TCGA-EB-A6QY-01	RPL35A	0.0022
TCGA-EB-A6QZ-01	SEPSECS	0.0035
TCGA-EB-A6R0-01	NR2C2AP	0.0036
TCGA-EB-A82B-01	ITGB5	0.0065
TCGA-EB-A82C-01	ELMO2	0.0073
TCGA-EB-A85I-01	TADA2B	0.0065
TCGA-EB-A85J-01	ROCK2	0.0046
TCGA-EB-A97M-01	GPX4	0.0039
TCGA-ED-A459-01	EP300	0.0086
TCGA-ED-A4XI-01	FERMT2	0.0049
TCGA-ED-A5KG-01	BCAR1	0.0111
TCGA-ED-A627-01	TIPARP	0.0091
TCGA-ED-A66X-01	ELMO2	0.0085
TCGA-ED-A66Y-01	ELMO2	0.0052
TCGA-ED-A7PX-01	ITGB5	0.0069
TCGA-ED-A7PY-01	ITGB5	0.0098
TCGA-ED-A7PZ-01	CDAN1	0.0043
TCGA-ED-A7XO-01	LSM5	0.0051
TCGA-ED-A7XP-01	MAGOH	0.0042
TCGA-ED-A82E-01	TIPARP	0.0077
TCGA-ED-A8O5-01	EP300	0.0081
TCGA-ED-A8O6-01	TBC1D3C	0.0048
TCGA-ED-A97K-01	ITGB5	0.0075
TCGA-EE-A17X-06	FXN	0.0035
TCGA-EE-A17Y-06	CDAN1	0.0076
TCGA-EE-A17Z-06	ITGB5	0.0102
TCGA-EE-A180-06	GPX4	0.0040
TCGA-EE-A181-06	CCND1	0.0032
TCGA-EE-A182-06	HSCB	0.0020
TCGA-EE-A183-06	CCND1	0.0023
TCGA-EE-A184-06	TADA1	0.0049
TCGA-EE-A185-06	TADA1	0.0034
TCGA-EE-A20B-06	EP300	0.0042
TCGA-EE-A20C-06	WDR1	0.0018
TCGA-EE-A20F-06	NR2C2AP	0.0043
TCGA-EE-A20H-06	EP300	0.0054
TCGA-EE-A20I-06	BCAR1	0.0086
TCGA-EE-A29A-06	EP300	0.0054
TCGA-EE-A29B-06	CCND1	0.0034
TCGA-EE-A29C-06	TADA1	0.0053
TCGA-EE-A29D-06	CCND1	0.0027
TCGA-EE-A29E-06	NF2	0.0027
TCGA-EE-A29G-06	EEFSEC	0.0023
TCGA-EE-A29H-06	DOLK	0.0032
TCGA-EE-A29L-06	FXN	0.0037
TCGA-EE-A29M-06	NF2	0.0020
TCGA-EE-A29N-06	TADA1	0.0033
TCGA-EE-A29P-06	GLRX3	0.0036
TCGA-EE-A29Q-06	MED10	0.0048
TCGA-EE-A29R-06	TXNRD1	0.0047
TCGA-EE-A29S-06	NF2	0.0046
TCGA-EE-A29T-06	ZFP36L1	0.0022
TCGA-EE-A29V-06	ROCK2	0.0043
TCGA-EE-A29W-06	BCAR1	0.0086
TCGA-EE-A29X-06	EP300	0.0084
TCGA-EE-A2A0-06	MMS19	0.0031
TCGA-EE-A2A1-06	GPX4	0.0055
TCGA-EE-A2A2-06	ROCK2	0.0021
TCGA-EE-A2A5-06	DSCC1	0.0039
TCGA-EE-A2A6-06	EP300	0.0040
TCGA-EE-A2GB-06	WT1	0.0022
TCGA-EE-A2GC-06	FXN	0.0019
TCGA-EE-A2GD-06	RPL35A	0.0029
TCGA-EE-A2GE-06	DOLK	0.0035
TCGA-EE-A2GH-06	TXNRD1	0.0051
TCGA-EE-A2GI-06	GATA3	0.0016
TCGA-EE-A2GJ-06	NF2	0.0021
TCGA-EE-A2GK-06	RHOA	0.0103
TCGA-EE-A2GL-06	CDAN1	0.0056
TCGA-EE-A2GM-06	CCND1	0.0043
TCGA-EE-A2GN-06	EP300	0.0073
TCGA-EE-A2GO-06	FXN	0.0026
TCGA-EE-A2GP-06	EP300	0.0051
TCGA-EE-A2GR-06	CCND1	0.0034
TCGA-EE-A2GS-06	TADA1	0.0040
TCGA-EE-A2GT-06	TAF5L	0.0029
TCGA-EE-A2GU-06	GATA3	0.0019
TCGA-EE-A2M5-06	FXN	0.0029
TCGA-EE-A2M6-06	TXNRD1	0.0026
TCGA-EE-A2M7-06	ITGB5	0.0054
TCGA-EE-A2M8-06	EP300	0.0053
TCGA-EE-A2MC-06	CCND1	0.0042
TCGA-EE-A2MD-06	CD79B	0.0015
TCGA-EE-A2ME-06	ROCK2	0.0068
TCGA-EE-A2MF-06	DOHH	0.0024
TCGA-EE-A2MG-06	EP300	0.0066
TCGA-EE-A2MH-06	CDAN1	0.0068
TCGA-EE-A2MI-06	NF2	0.0040
TCGA-EE-A2MJ-06	N6AMT1	0.0023
TCGA-EE-A2MK-06	GPX4	0.0070
TCGA-EE-A2ML-06	CCND1	0.0033
TCGA-EE-A2MM-06	CCND1	0.0040
TCGA-EE-A2MN-06	EP300	0.0064
TCGA-EE-A2MP-06	CDAN1	0.0048
TCGA-EE-A2MQ-06	EP300	0.0081
TCGA-EE-A2MR-06	CCND1	0.0022
TCGA-EE-A2MS-06	GATA3	0.0022
TCGA-EE-A2MT-06	NCOR1	0.0029
TCGA-EE-A2MU-06	SEPHS2	0.0035
TCGA-EE-A3AA-06	FXN	0.0030
TCGA-EE-A3AB-06	ALG1	0.0035
TCGA-EE-A3AC-06	CCND1	0.0042
TCGA-EE-A3AD-06	CCND1	0.0041
TCGA-EE-A3AE-06	NF1	0.0026
TCGA-EE-A3AF-06	GPX4	0.0033
TCGA-EE-A3AG-06	DYRK1A	0.0036
TCGA-EE-A3AH-06	TXNRD1	0.0027
TCGA-EE-A3J3-06	TADA2B	0.0047
TCGA-EE-A3J4-06	NF2	0.0053
TCGA-EE-A3J5-06	FXN	0.0042
TCGA-EE-A3J7-06	GPX4	0.0037
TCGA-EE-A3J8-06	TADA1	0.0053
TCGA-EE-A3JA-06	PDCD10	0.0035
TCGA-EE-A3JB-06	CDAN1	0.0031
TCGA-EE-A3JD-06	CCND1	0.0027
TCGA-EE-A3JE-06	EP300	0.0060
TCGA-EE-A3JH-06	EP300	0.0083
TCGA-EE-A3JI-06	FXN	0.0028
TCGA-EF-5830-01	ELMO2	0.0077
TCGA-EI-6506-01	EP300	0.0058
TCGA-EI-6507-01	APC	0.0024
TCGA-EI-6508-01	CDAN1	0.0066
TCGA-EI-6509-01	ELMO2	0.0074
TCGA-EI-6510-01	EP300	0.0058
TCGA-EI-6511-01	CCDC101	0.0050
TCGA-EI-6512-01	EP300	0.0082
TCGA-EI-6513-01	EP300	0.0046
TCGA-EI-6514-01	MAGOH	0.0049
TCGA-EI-6881-01	EP300	0.0087
TCGA-EI-6882-01	CCDC101	0.0024
TCGA-EI-6884-01	ROCK2	0.0044
TCGA-EI-6885-01	ZMYND8	0.0052
TCGA-EI-6917-01	DYRK1A	0.0023
TCGA-EI-7002-01	EP300	0.0114
TCGA-EI-7004-01	ROCK2	0.0037
TCGA-EJ-5494-01	MYH9	0.0056
TCGA-EJ-5495-01	ITGB5	0.0060
TCGA-EJ-5496-01	STK11	0.0086
TCGA-EJ-5497-01	BCAR1	0.0090
TCGA-EJ-5498-01	ITGB5	0.0081
TCGA-EJ-5499-01	ITGB5	0.0083
TCGA-EJ-5501-01	BCAR1	0.0086
TCGA-EJ-5502-01	GGNBP2	0.0113
TCGA-EJ-5503-01	ITGB5	0.0095
TCGA-EJ-5504-01	ITGB5	0.0059
TCGA-EJ-5505-01	ITGB5	0.0070
TCGA-EJ-5506-01	TIPARP	0.0099
TCGA-EJ-5507-01	ELMO2	0.0093
TCGA-EJ-5508-01	PTK2	0.0082
TCGA-EJ-5509-01	ITGB5	0.0063
TCGA-EJ-5510-01	ITGB5	0.0098
TCGA-EJ-5511-01	CDAN1	0.0074
TCGA-EJ-5512-01	RHOA	0.0091
TCGA-EJ-5514-01	ITGB5	0.0076
TCGA-EJ-5515-01	TIPARP	0.0092
TCGA-EJ-5516-01	ELMO2	0.0068
TCGA-EJ-5517-01	ELMO2	0.0082
TCGA-EJ-5518-01	ELMO2	0.0083
TCGA-EJ-5519-01	ITGB5	0.0063
TCGA-EJ-5521-01	ITGB5	0.0082
TCGA-EJ-5522-01	FCF1	0.0070
TCGA-EJ-5524-01	ITGB5	0.0075
TCGA-EJ-5525-01	CFLAR	0.0065
TCGA-EJ-5526-01	BCAR1	0.0078
TCGA-EJ-5527-01	ITGB5	0.0066
TCGA-EJ-5530-01	ELMO2	0.0066
TCGA-EJ-5531-01	ITGB5	0.0077
TCGA-EJ-5532-01	ITGB5	0.0094
TCGA-EJ-5542-01	ITGB5	0.0083
TCGA-EJ-7115-01	ITGB5	0.0064
TCGA-EJ-7123-01	ELMO2	0.0066
TCGA-EJ-7125-01	ITGB5	0.0068
TCGA-EJ-7218-01	ITGB5	0.0069
TCGA-EJ-7314-01	ITGB5	0.0084
TCGA-EJ-7315-01	BCAR1	0.0101
TCGA-EJ-7317-01	ITGB5	0.0072
TCGA-EJ-7318-01	GGNBP2	0.0067
TCGA-EJ-7321-01	STK11	0.0100
TCGA-EJ-7325-01	ITGB5	0.0093
TCGA-EJ-7327-01	TIPARP	0.0087
TCGA-EJ-7328-01	ITGB5	0.0081
TCGA-EJ-7330-01	GGNBP2	0.0085
TCGA-EJ-7331-01	BCAR1	0.0077
TCGA-EJ-7781-01	MYH9	0.0047
TCGA-EJ-7782-01	SGOL1	0.0032
TCGA-EJ-7783-01	ELMO2	0.0082
TCGA-EJ-7784-01	ITGB5	0.0078
TCGA-EJ-7785-01	ITGB5	0.0083
TCGA-EJ-7786-01	BCAR1	0.0066
TCGA-EJ-7788-01	ITGB5	0.0099
TCGA-EJ-7789-01	ELMO2	0.0095
TCGA-EJ-7791-01	TIPARP	0.0114
TCGA-EJ-7792-01	MAGOH	0.0071
TCGA-EJ-7793-01	BCAR1	0.0082
TCGA-EJ-7794-01	BCAR1	0.0078
TCGA-EJ-7797-01	BCAR1	0.0083
TCGA-EJ-8468-01	ELMO2	0.0087
TCGA-EJ-8470-01	ITGB5	0.0083
TCGA-EJ-8472-01	ITGB5	0.0062
TCGA-EJ-8474-01	ITGB5	0.0092
TCGA-EJ-A46B-01	TIPARP	0.0084
TCGA-EJ-A46D-01	MAGOH	0.0081
TCGA-EJ-A46E-01	TIPARP	0.0091
TCGA-EJ-A46F-01	ELMO2	0.0058
TCGA-EJ-A46G-01	ITGB5	0.0053
TCGA-EJ-A46H-01	TIPARP	0.0091
TCGA-EJ-A46I-01	ELMO2	0.0085
TCGA-EJ-A65B-01	ITGB5	0.0072
TCGA-EJ-A65D-01	ITGB5	0.0086
TCGA-EJ-A65E-01	BCAR1	0.0067
TCGA-EJ-A65F-01	ITGB5	0.0053
TCGA-EJ-A65G-01	ITGB5	0.0092
TCGA-EJ-A65J-01	ITGB5	0.0091
TCGA-EJ-A65M-01	ITGB5	0.0063
TCGA-EJ-A6RA-01	ITGB5	0.0104
TCGA-EJ-A6RC-01	BCAR1	0.0097
TCGA-EJ-A7NF-01	GGNBP2	0.0087
TCGA-EJ-A7NG-01	TIPARP	0.0111
TCGA-EJ-A7NH-01	BCAR1	0.0095
TCGA-EJ-A7NJ-01	TIPARP	0.0101
TCGA-EJ-A7NK-01	RHOA	0.0108
TCGA-EJ-A7NM-01	FERMT2	0.0092
TCGA-EJ-A8FN-01	ITGB5	0.0072
TCGA-EJ-A8FO-01	TIPARP	0.0086
TCGA-EJ-A8FP-01	FCF1	0.0074
TCGA-EJ-A8FS-01	ELMO2	0.0072
TCGA-EJ-A8FU-01	ITGB5	0.0085
TCGA-EJ-AB20-01	GGNBP2	0.0097
TCGA-EJ-AB27-01	BCAR1	0.0084
TCGA-EK-A2GZ-01	GGNBP2	0.0065
TCGA-EK-A2H0-01	ELMO2	0.0057
TCGA-EK-A2H1-01	BCAR1	0.0096
TCGA-EK-A2IP-01	EP300	0.0057
TCGA-EK-A2PG-01	BCL2L1	0.0032
TCGA-EK-A2PI-01	FCF1	0.0074
TCGA-EK-A2PK-01	ITGB5	0.0101
TCGA-EK-A2PL-01	EP300	0.0038
TCGA-EK-A2PM-01	EP300	0.0106
TCGA-EK-A2R7-01	FERMT2	0.0048
TCGA-EK-A2R8-01	EP300	0.0051
TCGA-EK-A2R9-01	ITGB5	0.0069
TCGA-EK-A2RA-01	EP300	0.0042
TCGA-EK-A2RB-01	FERMT2	0.0096
TCGA-EK-A2RC-01	ELMO2	0.0038
TCGA-EK-A2RE-01	GGNBP2	0.0096
TCGA-EK-A2RJ-01	MAGOH	0.0033
TCGA-EK-A2RK-01	TSC1	0.0024
TCGA-EK-A2RL-01	ELMO2	0.0078
TCGA-EK-A2RM-01	ZMYND8	0.0060
TCGA-EK-A2RN-01	EP300	0.0054
TCGA-EK-A2RO-01	GPX4	0.0051
TCGA-EK-A3GJ-01	FERMT2	0.0044
TCGA-EK-A3GK-01	SGOL1	0.0015
TCGA-EK-A3GM-01	EP300	0.0071
TCGA-EK-A3GN-01	FERMT2	0.0087
TCGA-EL-A3CL-01	BCAR1	0.0092
TCGA-EL-A3CM-01	BCAR1	0.0099
TCGA-EL-A3CN-01	BCAR1	0.0075
TCGA-EL-A3CO-01	ELMO2	0.0089
TCGA-EL-A3CP-01	BCAR1	0.0105
TCGA-EL-A3CR-01	BCAR1	0.0095
TCGA-EL-A3CS-01	BCAR1	0.0089
TCGA-EL-A3CT-01	ELMO2	0.0077
TCGA-EL-A3CU-01	GGNBP2	0.0112
TCGA-EL-A3CV-01	BCAR1	0.0127
TCGA-EL-A3CW-01	TIPARP	0.0090
TCGA-EL-A3CX-01	BCAR1	0.0094
TCGA-EL-A3CY-01	RHOA	0.0099
TCGA-EL-A3CZ-01	TIPARP	0.0094
TCGA-EL-A3D1-01	TIPARP	0.0121
TCGA-EL-A3D4-01	TIPARP	0.0093
TCGA-EL-A3D6-01	BCAR1	0.0082
TCGA-EL-A3GO-01	ELMO2	0.0111
TCGA-EL-A3GP-01	BCAR1	0.0097
TCGA-EL-A3GQ-01	TIPARP	0.0091
TCGA-EL-A3GR-01	BCAR1	0.0098
TCGA-EL-A3GS-01	TIPARP	0.0111
TCGA-EL-A3GU-01	BCAR1	0.0116
TCGA-EL-A3GV-01	ELMO2	0.0102
TCGA-EL-A3GW-01	ELMO2	0.0123
TCGA-EL-A3GX-01	TIPARP	0.0133
TCGA-EL-A3GY-01	TIPARP	0.0111
TCGA-EL-A3GZ-01	ITGB5	0.0104
TCGA-EL-A3H1-01	ITGB5	0.0084
TCGA-EL-A3H2-01	TIPARP	0.0092
TCGA-EL-A3H3-01	TIPARP	0.0091
TCGA-EL-A3H4-01	BCAR1	0.0111
TCGA-EL-A3H5-01	BCAR1	0.0093
TCGA-EL-A3H7-01	BCAR1	0.0090
TCGA-EL-A3H8-01	GGNBP2	0.0111
TCGA-EL-A3MW-01	BCAR1	0.0110
TCGA-EL-A3MX-01	TIPARP	0.0080
TCGA-EL-A3MY-01	BCAR1	0.0090
TCGA-EL-A3MZ-01	ELMO2	0.0083
TCGA-EL-A3N2-01	BCAR1	0.0116
TCGA-EL-A3N3-01	ELMO2	0.0108
TCGA-EL-A3T0-01	FERMT2	0.0088
TCGA-EL-A3T1-01	BCAR1	0.0110
TCGA-EL-A3T2-01	ELMO2	0.0111
TCGA-EL-A3T3-01	BCAR1	0.0105
TCGA-EL-A3T6-01	BCAR1	0.0107
TCGA-EL-A3T7-01	TIPARP	0.0117
TCGA-EL-A3T8-01	GGNBP2	0.0104
TCGA-EL-A3T9-01	ITGB5	0.0066
TCGA-EL-A3TA-01	TIPARP	0.0110
TCGA-EL-A3TB-01	ELMO2	0.0090
TCGA-EL-A3ZG-01	TIPARP	0.0115
TCGA-EL-A3ZH-01	ELMO2	0.0099
TCGA-EL-A3ZK-01	TIPARP	0.0089
TCGA-EL-A3ZL-01	GGNBP2	0.0102
TCGA-EL-A3ZN-01	UFM1	0.0088
TCGA-EL-A3ZO-01	ELMO2	0.0057
TCGA-EL-A3ZP-01	ITGB5	0.0084
TCGA-EL-A3ZQ-01	BCAR1	0.0103
TCGA-EL-A3ZR-01	ITGB5	0.0090
TCGA-EL-A3ZS-01	BCAR1	0.0094
TCGA-EL-A3ZT-01	BCAR1	0.0101
TCGA-EL-A4JV-01	ITGB5	0.0101
TCGA-EL-A4JW-01	TIPARP	0.0109
TCGA-EL-A4JX-01	TIPARP	0.0109
TCGA-EL-A4JZ-01	BCAR1	0.0105
TCGA-EL-A4K0-01	BCAR1	0.0109
TCGA-EL-A4K1-01	BCAR1	0.0105
TCGA-EL-A4K2-01	GGNBP2	0.0108
TCGA-EL-A4K4-01	TIPARP	0.0122
TCGA-EL-A4K6-01	BCAR1	0.0087
TCGA-EL-A4K7-01	ITGB5	0.0077
TCGA-EL-A4K9-01	ELMO2	0.0101
TCGA-EL-A4KD-01	ITGB5	0.0097
TCGA-EL-A4KG-01	FERMT2	0.0081
TCGA-EL-A4KH-01	TIPARP	0.0128
TCGA-EL-A4KI-01	BCAR1	0.0120
TCGA-EM-A1CS-01	RHOA	0.0092
TCGA-EM-A1CT-01	ITGB5	0.0089
TCGA-EM-A1CU-01	ELMO2	0.0114
TCGA-EM-A1CV-01	BCAR1	0.0106
TCGA-EM-A1CW-01	RHOA	0.0092
TCGA-EM-A1YA-01	ELMO2	0.0093
TCGA-EM-A1YB-01	GGNBP2	0.0084
TCGA-EM-A1YC-01	TIPARP	0.0103
TCGA-EM-A1YD-01	RHOA	0.0095
TCGA-EM-A1YE-01	MAGOH	0.0084
TCGA-EM-A22I-01	GGNBP2	0.0109
TCGA-EM-A22J-01	BCAR1	0.0101
TCGA-EM-A22K-01	BCAR1	0.0100
TCGA-EM-A22L-01	BCAR1	0.0102
TCGA-EM-A22M-01	ELMO2	0.0079
TCGA-EM-A22N-01	GGNBP2	0.0082
TCGA-EM-A22O-01	ELMO2	0.0077
TCGA-EM-A22P-01	TIPARP	0.0117
TCGA-EM-A22Q-01	ELMO2	0.0120
TCGA-EM-A2CJ-01	RHOA	0.0090
TCGA-EM-A2CK-01	ELMO2	0.0101
TCGA-EM-A2CL-01	TIPARP	0.0091
TCGA-EM-A2CM-01	ELMO2	0.0082
TCGA-EM-A2CN-01	ITGB5	0.0091
TCGA-EM-A2CO-01	TIPARP	0.0098
TCGA-EM-A2CP-01	UFM1	0.0085
TCGA-EM-A2CQ-01	TIPARP	0.0099
TCGA-EM-A2CT-01	GGNBP2	0.0106
TCGA-EM-A2CU-01	TIPARP	0.0098
TCGA-EM-A2OV-01	ELMO2	0.0103
TCGA-EM-A2OW-01	BCAR1	0.0074
TCGA-EM-A2OX-01	TIPARP	0.0122
TCGA-EM-A2OY-01	ELMO2	0.0090
TCGA-EM-A2OZ-01	BCAR1	0.0102
TCGA-EM-A2P0-01	BCAR1	0.0106
TCGA-EM-A2P1-01	TIPARP	0.0107
TCGA-EM-A2P2-01	ITGB5	0.0099
TCGA-EM-A2P3-01	BCAR1	0.0104
TCGA-EM-A3AI-01	RHOA	0.0095
TCGA-EM-A3AJ-01	RHOA	0.0092
TCGA-EM-A3AK-01	GGNBP2	0.0098
TCGA-EM-A3AL-01	TIPARP	0.0093
TCGA-EM-A3AN-01	BCAR1	0.0102
TCGA-EM-A3AO-01	MAGOH	0.0087
TCGA-EM-A3AP-01	BCAR1	0.0082
TCGA-EM-A3AQ-01	RHOA	0.0091
TCGA-EM-A3AR-01	GGNBP2	0.0113
TCGA-EM-A3FJ-01	TIPARP	0.0101
TCGA-EM-A3FK-01	TIPARP	0.0109
TCGA-EM-A3FL-01	UFM1	0.0075
TCGA-EM-A3FM-01	TIPARP	0.0106
TCGA-EM-A3FN-01	TIPARP	0.0117
TCGA-EM-A3FO-01	GGNBP2	0.0108
TCGA-EM-A3FP-01	ELMO2	0.0085
TCGA-EM-A3FQ-01	TIPARP	0.0100
TCGA-EM-A3FR-01	ELMO2	0.0104
TCGA-EM-A3O3-01	ITGB5	0.0082
TCGA-EM-A3O6-01	ITGB5	0.0089
TCGA-EM-A3O7-01	TIPARP	0.0115
TCGA-EM-A3O8-01	TIPARP	0.0116
TCGA-EM-A3O9-01	RHOA	0.0095
TCGA-EM-A3OA-01	BCAR1	0.0092
TCGA-EM-A3OB-01	ELMO2	0.0108
TCGA-EM-A3ST-01	BCAR1	0.0104
TCGA-EM-A3SU-01	GGNBP2	0.0096
TCGA-EM-A3SX-01	ITGB5	0.0076
TCGA-EM-A3SY-01	TIPARP	0.0088
TCGA-EM-A3SZ-01	BCAR1	0.0102
TCGA-EM-A4FF-01	GGNBP2	0.0102
TCGA-EM-A4FH-01	UFM1	0.0087
TCGA-EM-A4FK-01	BCAR1	0.0113
TCGA-EM-A4FM-01	BCAR1	0.0093
TCGA-EM-A4FN-01	TIPARP	0.0111
TCGA-EM-A4FO-01	TIPARP	0.0096
TCGA-EM-A4FQ-01	TIPARP	0.0115
TCGA-EM-A4FR-01	TIPARP	0.0088
TCGA-EM-A4FU-01	GGNBP2	0.0105
TCGA-EM-A4FV-01	BCAR1	0.0101
TCGA-EM-A4G1-01	BCAR1	0.0111
TCGA-EO-A1Y7-01	CTC1	0.0057
TCGA-EO-A22U-01	NSD1	0.0013
TCGA-EO-A22X-01	FANCF	0.0015
TCGA-EO-A22Y-01	CBFB	0.0082
TCGA-EO-A3AS-01	TP53	0.0042
TCGA-EO-A3AU-01	UBC	0.0025
TCGA-EO-A3AV-01	CCND1	0.0015
TCGA-EO-A3AY-01	POLQ	0.0015
TCGA-EO-A3AZ-01	EP300	0.0033
TCGA-EO-A3B0-01	NMNAT1	0.0020
TCGA-EO-A3B1-01	ITGB5	0.0081
TCGA-EO-A3KU-01	STK11	0.0066
TCGA-EO-A3KW-01	ITGB5	0.0086
TCGA-EO-A3KX-01	FERMT2	0.0011
TCGA-EO-A3L0-01	PTK2	0.0047
TCGA-EP-A12J-01	ITGB5	0.0085
TCGA-EP-A26S-01	EP300	0.0054
TCGA-EP-A2KA-01	MAGOH	0.0044
TCGA-EP-A2KB-01	MED19	0.0045
TCGA-EP-A2KC-01	TADA1	0.0073
TCGA-EP-A3JL-01	ELMO2	0.0066
TCGA-EP-A3RK-01	ITGB5	0.0056
TCGA-EQ-8122-01	EP300	0.0061
TCGA-EQ-A4SO-01	EP300	0.0072
TCGA-ER-A193-06	CCND1	0.0019
TCGA-ER-A194-01	PABPC1	0.0014
TCGA-ER-A195-06	TXNRD1	0.0071
TCGA-ER-A196-01	BCAR1	0.0078
TCGA-ER-A197-06	ITGB5	0.0090
TCGA-ER-A198-06	GATA3	0.0035
TCGA-ER-A199-06	TADA2B	0.0090
TCGA-ER-A19A-06	ZMYND8	0.0041
TCGA-ER-A19B-06	ELMO2	0.0041
TCGA-ER-A19C-06	CBFB	0.0049
TCGA-ER-A19D-06	GPX4	0.0045
TCGA-ER-A19E-06	CCND1	0.0033
TCGA-ER-A19F-06	HSD17B12	0.0022
TCGA-ER-A19G-06	EP300	0.0091
TCGA-ER-A19H-06	NF2	0.0028
TCGA-ER-A19J-06	CEBPA	0.0026
TCGA-ER-A19K-01	GPX4	0.0054
TCGA-ER-A19L-06	CDAN1	0.0063
TCGA-ER-A19M-06	CCND1	0.0036
TCGA-ER-A19N-06	TAMM41	0.0034
TCGA-ER-A19O-06	NF2	0.0047
TCGA-ER-A19P-06	EP300	0.0052
TCGA-ER-A19Q-06	EP300	0.0046
TCGA-ER-A19S-06	EP300	0.0083
TCGA-ER-A19T-01	CDAN1	0.0091
TCGA-ER-A19W-06	EP300	0.0034
TCGA-ER-A1A1-06	CDAN1	0.0064
TCGA-ER-A2NB-01	FERMT2	0.0062
TCGA-ER-A2NC-06	NF2	0.0030
TCGA-ER-A2ND-06	CDAN1	0.0078
TCGA-ER-A2NE-06	EP300	0.0039
TCGA-ER-A2NF-01	CDAN1	0.0073
TCGA-ER-A2NG-06	TADA1	0.0032
TCGA-ER-A2NH-06	TXNRD1	0.0062
TCGA-ER-A3ES-06	ELMO2	0.0082
TCGA-ER-A3ET-06	CDAN1	0.0066
TCGA-ER-A3EV-06	LSM5	0.0049
TCGA-ER-A3PL-06	ADAT3	0.0035
TCGA-ER-A42H-01	ITGB5	0.0082
TCGA-ER-A42K-06	EP300	0.0082
TCGA-ER-A42L-06	TXNRD1	0.0036
TCGA-ES-A2HS-01	ITGB5	0.0061
TCGA-ES-A2HT-01	BCAR1	0.0082
TCGA-ET-A25G-01	BCAR1	0.0099
TCGA-ET-A25I-01	BCAR1	0.0095
TCGA-ET-A25J-01	TIPARP	0.0115
TCGA-ET-A25K-01	BCAR1	0.0111
TCGA-ET-A25O-01	BCAR1	0.0102
TCGA-ET-A25R-01	TIPARP	0.0099
TCGA-ET-A2MX-01	ITGB5	0.0085
TCGA-ET-A2MY-01	ITGB5	0.0090
TCGA-ET-A2MZ-01	GGNBP2	0.0107
TCGA-ET-A2N0-01	BCAR1	0.0129
TCGA-ET-A2N3-01	UFM1	0.0087
TCGA-ET-A2N4-01	ITGB5	0.0075
TCGA-ET-A2N5-01	ELMO2	0.0096
TCGA-ET-A39I-01	ELMO2	0.0094
TCGA-ET-A39J-01	BCAR1	0.0114
TCGA-ET-A39K-01	GGNBP2	0.0105
TCGA-ET-A39L-01	RHOA	0.0097
TCGA-ET-A39M-01	ITGB5	0.0100
TCGA-ET-A39N-01	RHOA	0.0088
TCGA-ET-A39O-01	BCAR1	0.0108
TCGA-ET-A39P-01	BCAR1	0.0110
TCGA-ET-A39R-01	TIPARP	0.0127
TCGA-ET-A39S-01	TIPARP	0.0127
TCGA-ET-A39T-01	BCAR1	0.0107
TCGA-ET-A3BN-01	RICTOR	0.0088
TCGA-ET-A3BO-01	TIPARP	0.0078
TCGA-ET-A3BP-01	TIPARP	0.0115
TCGA-ET-A3BQ-01	TIPARP	0.0125
TCGA-ET-A3BS-01	TIPARP	0.0105
TCGA-ET-A3BT-01	BCAR1	0.0097
TCGA-ET-A3BU-01	BCAR1	0.0105
TCGA-ET-A3BV-01	ITGB5	0.0087
TCGA-ET-A3BW-01	TIPARP	0.0111
TCGA-ET-A3BX-01	BCAR1	0.0117
TCGA-ET-A3DO-01	BCAR1	0.0109
TCGA-ET-A3DP-01	BCAR1	0.0123
TCGA-ET-A3DQ-01	RHOA	0.0103
TCGA-ET-A3DR-01	ELMO2	0.0083
TCGA-ET-A3DS-01	GGNBP2	0.0091
TCGA-ET-A3DT-01	TIPARP	0.0117
TCGA-ET-A3DU-01	ELMO2	0.0120
TCGA-ET-A3DV-01	RHOA	0.0088
TCGA-ET-A3DW-01	BCAR1	0.0105
TCGA-ET-A40P-01	ELMO2	0.0085
TCGA-ET-A40Q-01	BCAR1	0.0095
TCGA-ET-A40S-01	RHOA	0.0078
TCGA-ET-A40T-01	RHOA	0.0084
TCGA-ET-A4KN-01	RHOA	0.0080
TCGA-ET-A4KQ-01	RHOA	0.0089
TCGA-EU-5904-01	BCAR1	0.0083
TCGA-EU-5905-01	ITGB5	0.0070
TCGA-EU-5906-01	ELMO2	0.0077
TCGA-EU-5907-01	ITGB5	0.0075
TCGA-EV-5901-01	ITGB5	0.0055
TCGA-EV-5902-01	CDAN1	0.0055
TCGA-EV-5903-01	ROCK2	0.0043
TCGA-EW-A1IW-01	CFLAR	0.0045
