Sample	Gene	SE_Score
TCGA-BH-A18F-01	ZMYND8	0.0069
TCGA-BH-A18G-01	EP300	0.0028
TCGA-BH-A18H-01	ITGB5	0.0085
TCGA-BH-A18I-01	ITGB5	0.0077
TCGA-BH-A18J-01	CCDC101	0.0056
TCGA-BH-A18K-01	FCF1	0.0080
TCGA-BH-A18L-01	FERMT2	0.0055
TCGA-BH-A18M-01	MYH9	0.0068
TCGA-BH-A18N-01	ITGB5	0.0053
TCGA-BH-A18P-01	EP300	0.0030
TCGA-BH-A18Q-01	NIPBL	0.0044
TCGA-BH-A18R-01	ITGB5	0.0095
TCGA-BH-A18S-01	GGNBP2	0.0071
TCGA-BH-A18T-01	ELMO2	0.0047
TCGA-BH-A18U-01	FERMT2	0.0086
TCGA-BH-A18V-01	EP300	0.0041
TCGA-BH-A1EO-01	ITGB5	0.0067
TCGA-BH-A1ET-01	ITGB5	0.0074
TCGA-BH-A1EU-01	ELMO2	0.0093
TCGA-BH-A1EV-01	ROCK2	0.0045
TCGA-BH-A1EW-01	GGNBP2	0.0085
TCGA-BH-A1EX-01	ITGB5	0.0096
TCGA-BH-A1EY-01	ITGB5	0.0061
TCGA-BH-A1F0-01	ELMO2	0.0058
TCGA-BH-A1F2-01	MAGOH	0.0046
TCGA-BH-A1F6-01	ITGB5	0.0088
TCGA-BH-A1F8-01	EP300	0.0083
TCGA-BH-A1FC-01	ITGB5	0.0068
TCGA-BH-A1FE-01	ELMO2	0.0093
TCGA-BH-A1FG-01	ITGB5	0.0084
TCGA-BH-A1FH-01	ITGB5	0.0081
TCGA-BH-A1FJ-01	ITGB5	0.0085
TCGA-BH-A1FL-01	GGNBP2	0.0079
TCGA-BH-A1FM-01	EP300	0.0073
TCGA-BH-A1FN-01	ITGB5	0.0057
TCGA-BH-A1FR-01	BCAR1	0.0067
TCGA-BH-A1FU-01	ITGB5	0.0050
TCGA-BH-A201-01	MAGOH	0.0075
TCGA-BH-A202-01	ELMO2	0.0069
TCGA-BH-A203-01	ITGB5	0.0051
TCGA-BH-A204-01	GGNBP2	0.0084
TCGA-BH-A208-01	ELMO2	0.0066
TCGA-BH-A209-01	LDB1	0.0040
TCGA-BH-A28Q-01	ELMO2	0.0097
TCGA-BH-A2L8-01	EP300	0.0038
TCGA-BH-A42U-01	BCAR1	0.0095
TCGA-BH-A42V-01	ELMO2	0.0082
TCGA-BH-A6R8-01	ELMO2	0.0098
TCGA-BH-A6R9-01	ITGB5	0.0102
TCGA-BH-A8FY-01	CDK6	0.0061
TCGA-BH-A8FZ-01	ITGB5	0.0060
TCGA-BH-A8G0-01	RHOA	0.0091
TCGA-BH-AB28-01	ELMO2	0.0082
TCGA-BI-A0VR-01	FERMT2	0.0042
TCGA-BI-A0VS-01	ELMO2	0.0078
TCGA-BI-A20A-01	BCAR1	0.0072
TCGA-BJ-A0YZ-01	GGNBP2	0.0102
TCGA-BJ-A0Z0-01	ITGB5	0.0070
TCGA-BJ-A0Z2-01	ELMO2	0.0079
TCGA-BJ-A0Z3-01	BCAR1	0.0099
TCGA-BJ-A0Z9-01	BCAR1	0.0097
TCGA-BJ-A0ZA-01	RHOA	0.0094
TCGA-BJ-A0ZB-01	ITGB5	0.0072
TCGA-BJ-A0ZC-01	TIPARP	0.0088
TCGA-BJ-A0ZE-01	TIPARP	0.0101
TCGA-BJ-A0ZG-01	TIPARP	0.0089
TCGA-BJ-A0ZH-01	ITGB5	0.0089
TCGA-BJ-A0ZJ-01	UFM1	0.0094
TCGA-BJ-A18Y-01	ELMO2	0.0102
TCGA-BJ-A18Z-01	BCAR1	0.0114
TCGA-BJ-A191-01	ITGB5	0.0101
TCGA-BJ-A192-01	ITGB5	0.0102
TCGA-BJ-A28R-01	BCAR1	0.0105
TCGA-BJ-A28S-01	FCF1	0.0080
TCGA-BJ-A28T-01	TIPARP	0.0091
TCGA-BJ-A28V-01	UFM1	0.0062
TCGA-BJ-A28X-01	BCAR1	0.0100
TCGA-BJ-A28Z-01	ITGB5	0.0109
TCGA-BJ-A290-01	TIPARP	0.0082
TCGA-BJ-A2N7-01	BCAR1	0.0111
TCGA-BJ-A2N8-01	ELMO2	0.0115
TCGA-BJ-A2N9-01	TIPARP	0.0095
TCGA-BJ-A2NA-01	BCAR1	0.0109
TCGA-BJ-A2P4-01	ITGB5	0.0092
TCGA-BJ-A3EZ-01	ELMO2	0.0102
TCGA-BJ-A3F0-01	ITGB5	0.0099
TCGA-BJ-A3PR-01	ELMO2	0.0103
TCGA-BJ-A3PT-01	ITGB5	0.0113
TCGA-BJ-A3PU-01	ITGB5	0.0098
TCGA-BJ-A45D-01	ELMO2	0.0111
TCGA-BJ-A45E-01	RHOA	0.0092
TCGA-BJ-A45F-01	ELMO2	0.0103
TCGA-BJ-A45G-01	BCAR1	0.0099
TCGA-BJ-A45H-01	ITGB5	0.0099
TCGA-BJ-A45I-01	GGNBP2	0.0099
TCGA-BJ-A45J-01	ELMO2	0.0090
TCGA-BJ-A45K-01	BCAR1	0.0096
TCGA-BJ-A4O8-01	BCAR1	0.0110
TCGA-BJ-A4O9-01	BCAR1	0.0114
TCGA-BK-A0CA-01	ELMO2	0.0072
TCGA-BK-A0CC-01	ELMO2	0.0081
TCGA-BK-A139-01	EP300	0.0095
TCGA-BK-A13B-01	EP300	0.0054
TCGA-BK-A26L-01	TADA1	0.0051
TCGA-BK-A4ZD-01	ELMO2	0.0056
TCGA-BK-A56F-01	ITGB5	0.0094
TCGA-BK-A6W3-01	JUN	0.0015
TCGA-BK-A6W4-01	FCF1	0.0076
TCGA-BL-A0C8-01	JUN	0.0029
TCGA-BL-A13I-01	ITGB5	0.0040
TCGA-BL-A13J-01	EP300	0.0057
TCGA-BL-A3JM-01	EP300	0.0061
TCGA-BL-A5ZZ-01	EP300	0.0070
TCGA-BP-4161-01	EP300	0.0078
TCGA-BP-4162-01	ELMO2	0.0085
TCGA-BP-4163-01	ITGB5	0.0078
TCGA-BP-4164-01	CFLAR	0.0071
TCGA-BP-4167-01	CDAN1	0.0074
TCGA-BP-4177-01	ITGB5	0.0102
TCGA-BP-4760-01	TIPARP	0.0116
TCGA-BP-4770-01	ELMO2	0.0075
TCGA-BP-4782-01	ITGB5	0.0059
TCGA-BP-4795-01	ITGB5	0.0116
TCGA-BP-4801-01	ELMO2	0.0048
TCGA-BP-4960-01	ELMO2	0.0084
TCGA-BP-4961-01	ITGB5	0.0054
TCGA-BP-4962-01	ELMO2	0.0089
TCGA-BP-4963-01	ITGB5	0.0053
TCGA-BP-4964-01	ELMO2	0.0083
TCGA-BP-4965-01	ITGB5	0.0070
TCGA-BP-4967-01	ITGB5	0.0090
TCGA-BP-4968-01	ITGB5	0.0058
TCGA-BP-4970-01	ITGB5	0.0047
TCGA-BP-4971-01	ITGB5	0.0067
TCGA-BP-4972-01	ELMO2	0.0067
TCGA-BP-4973-01	ITGB5	0.0051
TCGA-BP-4974-01	ITGB5	0.0058
TCGA-BP-4975-01	ELMO2	0.0077
TCGA-BP-4977-01	ZRANB2	0.0074
TCGA-BP-4981-01	ITGB5	0.0081
TCGA-BP-4982-01	ITGB5	0.0081
TCGA-BP-4983-01	ITGB5	0.0070
TCGA-BP-4985-01	ELMO2	0.0061
TCGA-BP-4987-01	ITGB5	0.0094
TCGA-BP-4989-01	ITGB5	0.0065
TCGA-BP-4991-01	BCAR1	0.0084
TCGA-BP-4992-01	MAGOH	0.0063
TCGA-BP-4993-01	MYH9	0.0062
TCGA-BP-4994-01	TIPARP	0.0106
TCGA-BP-4998-01	ITGB5	0.0078
TCGA-BP-4999-01	ITGB5	0.0085
TCGA-BP-5000-01	MYH9	0.0078
TCGA-BP-5001-01	MYH9	0.0058
TCGA-BP-5004-01	FERMT2	0.0097
TCGA-BP-5007-01	BCAR1	0.0074
TCGA-BP-5008-01	ITGB5	0.0093
TCGA-BP-5010-01	ITGB5	0.0058
TCGA-BP-5168-01	FERMT2	0.0063
TCGA-BP-5169-01	ITGB5	0.0071
TCGA-BP-5170-01	HOXD11	0.0046
TCGA-BP-5173-01	QKI	0.0050
TCGA-BP-5174-01	ELMO2	0.0086
TCGA-BP-5175-01	ITGB5	0.0094
TCGA-BP-5176-01	EP300	0.0090
TCGA-BP-5177-01	ITGB5	0.0089
TCGA-BP-5178-01	ITGB5	0.0070
TCGA-BP-5180-01	ELMO2	0.0049
TCGA-BP-5182-01	HOXD11	0.0039
TCGA-BP-5183-01	FERMT2	0.0090
TCGA-BP-5184-01	ELMO2	0.0084
TCGA-BP-5185-01	FERMT2	0.0060
TCGA-BP-5186-01	ITGB5	0.0063
TCGA-BP-5187-01	ITGB5	0.0068
TCGA-BP-5189-01	ELMO2	0.0068
TCGA-BP-5190-01	ELMO2	0.0069
TCGA-BP-5191-01	ITGB5	0.0096
TCGA-BP-5192-01	ITGB5	0.0080
TCGA-BP-5194-01	ITGB5	0.0077
TCGA-BP-5195-01	ITGB5	0.0067
TCGA-BP-5196-01	ITGB5	0.0087
TCGA-BP-5198-01	CDAN1	0.0055
TCGA-BP-5200-01	ITGB5	0.0095
TCGA-BP-5201-01	ELMO2	0.0055
TCGA-BP-5202-01	ITGB5	0.0100
TCGA-BQ-5875-01	TBC1D3C	0.0050
TCGA-BQ-5876-01	FERMT2	0.0072
TCGA-BQ-5877-01	GGNBP2	0.0047
TCGA-BQ-5878-01	ELMO2	0.0064
TCGA-BQ-5879-01	BCAR1	0.0083
TCGA-BQ-5880-01	ITGB5	0.0063
TCGA-BQ-5881-01	ELMO2	0.0076
TCGA-BQ-5882-01	GGNBP2	0.0058
TCGA-BQ-5883-01	GGNBP2	0.0079
TCGA-BQ-5884-01	ITGB5	0.0058
TCGA-BQ-5885-01	EP300	0.0055
TCGA-BQ-5886-01	ELMO2	0.0053
TCGA-BQ-5887-01	ELMO2	0.0085
TCGA-BQ-5888-01	GGNBP2	0.0078
TCGA-BQ-5889-01	CCND3	0.0070
TCGA-BQ-5890-01	ITGB5	0.0062
TCGA-BQ-5891-01	BCAR1	0.0101
TCGA-BQ-5892-01	ITGB5	0.0094
TCGA-BQ-5893-01	ITGB5	0.0084
TCGA-BQ-5894-01	TIPARP	0.0088
TCGA-BQ-7044-01	CFLAR	0.0061
TCGA-BQ-7045-01	ELMO2	0.0065
TCGA-BQ-7046-01	CFLAR	0.0096
TCGA-BQ-7048-01	ELMO2	0.0057
TCGA-BQ-7050-01	MYH9	0.0067
TCGA-BQ-7051-01	ELMO2	0.0050
TCGA-BQ-7053-01	ELMO2	0.0082
TCGA-BQ-7055-01	BCAR1	0.0100
TCGA-BQ-7058-01	FCF1	0.0058
TCGA-BQ-7059-01	MAGOH	0.0063
TCGA-BQ-7060-01	FCF1	0.0069
TCGA-BQ-7061-01	ELMO2	0.0069
TCGA-BQ-7062-01	ELMO2	0.0077
TCGA-BR-4187-01	ITGB5	0.0066
TCGA-BR-4191-01	TADA1	0.0063
TCGA-BR-4201-01	BCL2L1	0.0019
TCGA-BR-4253-01	BCAR1	0.0079
TCGA-BR-4255-01	ELMO2	0.0077
TCGA-BR-4256-01	RPS13	0.0024
TCGA-BR-4257-01	EP300	0.0044
TCGA-BR-4267-01	ELMO2	0.0040
TCGA-BR-4279-01	ITGB5	0.0073
TCGA-BR-4280-01	BCL2L1	0.0032
TCGA-BR-4292-01	PDE12	0.0014
TCGA-BR-4294-01	BCAR1	0.0071
TCGA-BR-4357-01	CDAN1	0.0039
TCGA-BR-4361-01	DYRK1A	0.0016
TCGA-BR-4362-01	CCND1	0.0022
TCGA-BR-4363-01	SGOL1	0.0029
TCGA-BR-4366-01	EP300	0.0060
TCGA-BR-4368-01	CCND1	0.0021
TCGA-BR-4369-01	EP300	0.0092
TCGA-BR-4370-01	GPX4	0.0016
TCGA-BR-4371-01	EP300	0.0071
TCGA-BR-6452-01	DYRK1A	0.0018
TCGA-BR-6453-01	CDAN1	0.0084
TCGA-BR-6454-01	EP300	0.0083
TCGA-BR-6455-01	COG3	0.0047
TCGA-BR-6456-01	ITGB5	0.0089
TCGA-BR-6457-01	CDAN1	0.0081
TCGA-BR-6458-01	EP300	0.0064
TCGA-BR-6563-01	FERMT2	0.0067
TCGA-BR-6564-01	GGNBP2	0.0073
TCGA-BR-6565-01	EP300	0.0061
TCGA-BR-6566-01	GPX4	0.0025
TCGA-BR-6705-01	ELMO2	0.0073
TCGA-BR-6706-01	EP300	0.0118
TCGA-BR-6707-01	ITGB5	0.0042
TCGA-BR-6709-01	ITGB5	0.0075
TCGA-BR-6801-01	ITGB5	0.0065
TCGA-BR-6802-01	EP300	0.0031
TCGA-BR-6803-01	TIPARP	0.0103
TCGA-BR-6852-01	CCND1	0.0025
TCGA-BR-7196-01	ITGB5	0.0041
TCGA-BR-7197-01	EP300	0.0085
TCGA-BR-7703-01	GPX4	0.0036
TCGA-BR-7704-01	EP300	0.0094
TCGA-BR-7707-01	BCL2L1	0.0018
TCGA-BR-7715-01	EP300	0.0075
TCGA-BR-7716-01	EP300	0.0072
TCGA-BR-7717-01	CDAN1	0.0061
TCGA-BR-7722-01	ELMO2	0.0065
TCGA-BR-7723-01	GPX4	0.0042
TCGA-BR-7851-01	NXT1	0.0027
TCGA-BR-7901-01	FERMT2	0.0044
TCGA-BR-7957-01	ITGB5	0.0058
TCGA-BR-7958-01	FERMT2	0.0067
TCGA-BR-7959-01	ELMO2	0.0045
TCGA-BR-8058-01	ELMO2	0.0071
TCGA-BR-8059-01	EXT1	0.0039
TCGA-BR-8060-01	EP300	0.0046
TCGA-BR-8077-01	ITGB5	0.0078
TCGA-BR-8078-01	NXT1	0.0017
TCGA-BR-8080-01	CDAN1	0.0057
TCGA-BR-8081-01	EP300	0.0030
TCGA-BR-8284-01	CDAN1	0.0053
TCGA-BR-8286-01	FERMT2	0.0065
TCGA-BR-8289-01	EP300	0.0082
TCGA-BR-8291-01	ITGB5	0.0104
TCGA-BR-8295-01	CDAN1	0.0057
TCGA-BR-8296-01	MAGOH	0.0045
TCGA-BR-8297-01	CDAN1	0.0078
TCGA-BR-8361-01	CCND1	0.0013
TCGA-BR-8363-01	RPS13	0.0022
TCGA-BR-8364-01	ELMO2	0.0087
TCGA-BR-8365-01	TIPARP	0.0079
TCGA-BR-8366-01	CDAN1	0.0052
TCGA-BR-8367-01	SUPT7L	0.0052
TCGA-BR-8368-01	RPL21	0.0013
TCGA-BR-8369-01	NF2	0.0074
TCGA-BR-8371-01	ITGB5	0.0087
TCGA-BR-8372-01	RAN	0.0026
TCGA-BR-8373-01	ELMO2	0.0057
TCGA-BR-8380-01	FERMT2	0.0049
TCGA-BR-8381-01	EP300	0.0064
TCGA-BR-8382-01	EP300	0.0040
TCGA-BR-8384-01	STK11	0.0068
TCGA-BR-8483-01	EP300	0.0081
TCGA-BR-8484-01	ITGB5	0.0062
TCGA-BR-8485-01	TXNRD1	0.0052
TCGA-BR-8486-01	EP300	0.0061
TCGA-BR-8487-01	CCND1	0.0016
TCGA-BR-8588-01	EP300	0.0069
TCGA-BR-8589-01	PDE12	0.0026
TCGA-BR-8590-01	CDAN1	0.0048
TCGA-BR-8591-01	HIST1H4I	0.0024
TCGA-BR-8592-01	BCAR1	0.0068
TCGA-BR-8676-01	ELMO2	0.0077
TCGA-BR-8677-01	EP300	0.0082
TCGA-BR-8678-01	ROCK2	0.0071
TCGA-BR-8679-01	CDAN1	0.0072
TCGA-BR-8680-01	TCF12	0.0014
TCGA-BR-8682-01	ELMO2	0.0062
TCGA-BR-8683-01	EP300	0.0085
TCGA-BR-8686-01	FERMT2	0.0032
TCGA-BR-8687-01	EP300	0.0065
TCGA-BR-8690-01	TADA2B	0.0060
TCGA-BR-A44T-01	ITGB5	0.0073
TCGA-BR-A44U-01	FERMT2	0.0059
TCGA-BR-A452-01	ITGB5	0.0072
TCGA-BR-A453-01	ELMO2	0.0059
TCGA-BR-A4CR-01	STK11	0.0073
TCGA-BR-A4CS-01	GPX4	0.0054
TCGA-BR-A4IU-01	ELMO2	0.0073
TCGA-BR-A4IV-01	TBC1D3C	0.0071
TCGA-BR-A4IY-01	CDAN1	0.0045
TCGA-BR-A4IZ-01	BCAR1	0.0091
TCGA-BR-A4J1-01	FERMT2	0.0066
TCGA-BR-A4J2-01	MAGOH	0.0064
TCGA-BR-A4J4-01	GPX4	0.0035
TCGA-BR-A4J5-01	EP300	0.0053
TCGA-BR-A4J6-01	BCAR1	0.0087
TCGA-BR-A4J7-01	ELMO2	0.0061
TCGA-BR-A4J8-01	ELMO2	0.0075
TCGA-BR-A4J9-01	EP300	0.0062
TCGA-BR-A4PD-01	CASC3	0.0034
TCGA-BR-A4PE-01	EP300	0.0045
TCGA-BR-A4PF-01	FERMT2	0.0065
TCGA-BR-A4QI-01	ROCK2	0.0066
TCGA-BR-A4QL-01	CCND1	0.0022
TCGA-BR-A4QM-01	EP300	0.0059
TCGA-BS-A0V4-01	SMARCA4	0.0033
TCGA-BS-A0V7-01	CBFB	0.0045
TCGA-BT-A0S7-01	BCAR1	0.0080
TCGA-BT-A0YX-01	EP300	0.0035
TCGA-BT-A20J-01	PDE12	0.0025
TCGA-BT-A20N-01	EP300	0.0064
TCGA-BT-A20O-01	EP300	0.0095
TCGA-BT-A20P-01	ZMYND8	0.0064
TCGA-BT-A20Q-01	ELMO2	0.0049
TCGA-BT-A20R-01	EP300	0.0046
TCGA-BT-A20T-01	TBC1D3	0.0046
TCGA-BT-A20U-01	EP300	0.0067
TCGA-BT-A20V-01	CDAN1	0.0062
TCGA-BT-A20W-01	ITGB5	0.0066
TCGA-BT-A20X-01	MAGOH	0.0069
TCGA-BT-A2LA-01	EP300	0.0038
TCGA-BT-A2LB-01	EP300	0.0058
TCGA-BT-A2LD-01	PRKAR1A	0.0064
TCGA-BT-A3PH-01	EP300	0.0033
TCGA-BT-A3PJ-01	CDAN1	0.0055
TCGA-BT-A3PK-01	EP300	0.0051
TCGA-BT-A42C-01	EP300	0.0094
TCGA-BT-A42E-01	EP300	0.0067
TCGA-BT-A42F-01	ELMO2	0.0057
TCGA-BW-A5NO-01	CDAN1	0.0102
TCGA-BW-A5NP-01	FERMT2	0.0069
TCGA-BW-A5NQ-01	ITGB5	0.0053
TCGA-C4-A0EZ-01	EP300	0.0038
TCGA-C4-A0F0-01	ROCK2	0.0051
TCGA-C4-A0F6-01	EP300	0.0067
TCGA-C5-A0TN-01	ELMO2	0.0077
TCGA-C5-A1BE-01	CFLAR	0.0060
TCGA-C5-A1BF-01	ELMO2	0.0067
TCGA-C5-A1BI-01	YME1L1	0.0041
TCGA-C5-A1BJ-01	MAGOH	0.0028
TCGA-C5-A1BK-01	EP300	0.0039
TCGA-C5-A1BL-01	EP300	0.0064
TCGA-C5-A1BM-01	PSMB6	0.0049
TCGA-C5-A1BN-01	COG3	0.0053
TCGA-C5-A1M5-01	GLRX3	0.0048
TCGA-C5-A1M6-01	ELMO2	0.0058
TCGA-C5-A1M7-01	EP300	0.0084
TCGA-C5-A1M8-01	ITGB5	0.0073
TCGA-C5-A1M9-01	ELMO2	0.0094
TCGA-C5-A1ME-01	ELMO2	0.0051
TCGA-C5-A1MF-01	ELMO2	0.0064
TCGA-C5-A1MH-01	MED1	0.0024
TCGA-C5-A1MI-01	ELMO2	0.0072
TCGA-C5-A1MJ-01	EP300	0.0046
TCGA-C5-A1MK-01	EP300	0.0031
TCGA-C5-A1ML-01	ITGB5	0.0072
TCGA-C5-A1MN-01	MAU2	0.0037
TCGA-C5-A1MP-01	ELMO2	0.0060
TCGA-C5-A2LS-01	ELMO2	0.0082
TCGA-C5-A2LT-01	CDAN1	0.0064
TCGA-C5-A2LV-01	ITGB5	0.0074
TCGA-C5-A2LX-01	EP300	0.0045
TCGA-C5-A2LY-01	MAGOH	0.0052
TCGA-C5-A2M1-01	EP300	0.0052
TCGA-C5-A2M2-01	ITGB5	0.0099
TCGA-C5-A3HF-01	BCAR1	0.0080
TCGA-C5-A7CG-01	ITGB5	0.0078
TCGA-C5-A7CH-01	ELMO2	0.0091
TCGA-C5-A7CJ-01	ITGB5	0.0068
TCGA-C5-A7CK-01	EP300	0.0052
TCGA-C5-A7CL-01	EP300	0.0062
TCGA-C5-A7CM-01	ITGB5	0.0076
TCGA-C5-A7CO-01	ITGB5	0.0054
TCGA-C5-A7UC-01	ITGB5	0.0078
TCGA-C5-A7UE-01	POLRMT	0.0033
TCGA-C5-A7UH-01	EP300	0.0070
TCGA-C5-A7UI-01	ELMO2	0.0047
TCGA-C5-A7X3-01	MAGOH	0.0043
TCGA-C5-A7X5-01	CDAN1	0.0048
TCGA-C5-A7X8-01	MAGOH	0.0044
TCGA-C5-A7XC-01	EP300	0.0061
TCGA-C5-A8XH-01	EP300	0.0061
TCGA-C5-A8XI-01	FERMT2	0.0074
TCGA-C5-A8XJ-01	EP300	0.0087
TCGA-C5-A8XK-01	FERMT2	0.0070
TCGA-C5-A8YQ-01	EP300	0.0081
TCGA-C5-A8YR-01	ELMO2	0.0058
TCGA-C5-A8YT-01	RHOA	0.0094
TCGA-C5-A8ZZ-01	MAGOH	0.0049
TCGA-C5-A907-01	ITGB5	0.0071
TCGA-C8-A12K-01	EP300	0.0056
TCGA-C8-A12L-01	ELMO2	0.0063
TCGA-C8-A12M-01	ITGB5	0.0060
TCGA-C8-A12N-01	GGNBP2	0.0084
TCGA-C8-A12O-01	ITGB5	0.0089
TCGA-C8-A12P-01	CDAN1	0.0071
TCGA-C8-A12Q-01	ELMO2	0.0073
TCGA-C8-A12T-01	EP300	0.0040
TCGA-C8-A12U-01	ITGB5	0.0088
TCGA-C8-A12V-01	ITGB5	0.0081
TCGA-C8-A12W-01	CDAN1	0.0054
TCGA-C8-A12X-01	ITGB5	0.0057
TCGA-C8-A12Y-01	ITGB5	0.0119
TCGA-C8-A12Z-01	ITGB5	0.0101
TCGA-C8-A130-01	BCAR1	0.0105
TCGA-C8-A131-01	GGNBP2	0.0068
TCGA-C8-A132-01	ITGB5	0.0047
TCGA-C8-A133-01	ELMO2	0.0079
TCGA-C8-A134-01	ITGB5	0.0051
TCGA-C8-A135-01	ELMO2	0.0065
TCGA-C8-A137-01	FERMT2	0.0077
TCGA-C8-A138-01	ITGB5	0.0086
TCGA-C8-A1HE-01	ELMO2	0.0097
TCGA-C8-A1HG-01	TIPARP	0.0085
TCGA-C8-A1HI-01	ITGB5	0.0082
TCGA-C8-A1HJ-01	ELMO2	0.0041
TCGA-C8-A1HK-01	ITGB5	0.0072
TCGA-C8-A1HL-01	GGNBP2	0.0079
TCGA-C8-A1HM-01	EP300	0.0057
TCGA-C8-A1HN-01	ROCK2	0.0045
TCGA-C8-A1HO-01	TIPARP	0.0068
TCGA-C8-A26V-01	ITGB5	0.0044
TCGA-C8-A26W-01	ITGB5	0.0091
TCGA-C8-A26X-01	TBC1D3C	0.0059
TCGA-C8-A26Y-01	TBC1D3C	0.0024
TCGA-C8-A26Z-01	ITGB5	0.0102
TCGA-C8-A273-01	ITGB5	0.0075
TCGA-C8-A274-01	EP300	0.0059
TCGA-C8-A275-01	BCAR1	0.0032
TCGA-C8-A278-01	ITGB5	0.0085
TCGA-C8-A27A-01	BCAR1	0.0083
TCGA-C8-A27B-01	EP300	0.0054
TCGA-C8-A3M7-01	EP300	0.0057
TCGA-C8-A3M8-01	ELMO2	0.0083
TCGA-C8-A8HP-01	CDAN1	0.0067
TCGA-C8-A8HQ-01	APC	0.0027
TCGA-C8-A8HR-01	ITGB5	0.0084
TCGA-C9-A47Z-01	EP300	0.0055
TCGA-C9-A480-01	CFLAR	0.0074
TCGA-CA-5254-01	ALG1	0.0038
TCGA-CA-5255-01	ELMO2	0.0074
TCGA-CA-5256-01	ZMYND8	0.0039
TCGA-CA-5796-01	ITGB5	0.0090
TCGA-CA-5797-01	ITGB5	0.0056
TCGA-CA-6715-01	ITGB5	0.0046
TCGA-CA-6716-01	EP300	0.0054
TCGA-CA-6717-01	SCO2	0.0021
TCGA-CA-6718-01	EP300	0.0022
TCGA-CA-6719-01	ITGB5	0.0047
TCGA-CC-5258-01	EP300	0.0050
TCGA-CC-5260-01	CFLAR	0.0065
TCGA-CC-5262-01	EP300	0.0053
TCGA-CC-5263-01	PIK3CB	0.0035
TCGA-CC-5264-01	MAGOH	0.0059
TCGA-CC-A1HT-01	ITGB5	0.0053
TCGA-CC-A3M9-01	CYB5B	0.0048
TCGA-CC-A3MA-01	COG3	0.0077
TCGA-CC-A3MB-01	ITGB5	0.0056
TCGA-CC-A3MC-01	EP300	0.0051
TCGA-CC-A5UC-01	CCDC101	0.0064
TCGA-CC-A5UD-01	EP300	0.0054
TCGA-CC-A5UE-01	ELMO2	0.0058
TCGA-CC-A7IE-01	EP300	0.0062
TCGA-CC-A7IF-01	CCDC101	0.0080
TCGA-CC-A7IG-01	EP300	0.0074
TCGA-CC-A7IH-01	EP300	0.0051
TCGA-CC-A7II-01	SUPT7L	0.0042
TCGA-CC-A7IJ-01	EP300	0.0062
TCGA-CC-A7IK-01	EP300	0.0098
TCGA-CC-A7IL-01	ELMO2	0.0069
TCGA-CC-A8HT-01	EP300	0.0051
TCGA-CC-A8HU-01	MED24	0.0030
TCGA-CC-A8HV-01	LSM5	0.0035
TCGA-CC-A9FS-01	BCAR1	0.0054
TCGA-CC-A9FU-01	ITGB5	0.0064
TCGA-CC-A9FV-01	RHOA	0.0077
TCGA-CC-A9FW-01	MED23	0.0028
TCGA-CD-5798-01	ROCK2	0.0040
TCGA-CD-5799-01	ELMO2	0.0060
TCGA-CD-5800-01	GPX4	0.0041
TCGA-CD-5801-01	EP300	0.0093
TCGA-CD-5803-01	ITGB5	0.0085
TCGA-CD-5804-01	FERMT2	0.0060
TCGA-CD-8524-01	FERMT2	0.0050
TCGA-CD-8525-01	ITGB5	0.0070
TCGA-CD-8526-01	BCAR1	0.0064
TCGA-CD-8527-01	EP300	0.0076
TCGA-CD-8528-01	PRKAR1A	0.0052
TCGA-CD-8529-01	EP300	0.0099
TCGA-CD-8530-01	CDAN1	0.0071
TCGA-CD-8531-01	CDAN1	0.0061
TCGA-CD-8532-01	BCAR1	0.0075
TCGA-CD-8533-01	GPX4	0.0066
TCGA-CD-8534-01	TBC1D3C	0.0084
TCGA-CD-8535-01	TXNRD1	0.0047
TCGA-CD-8536-01	EP300	0.0047
TCGA-CD-A486-01	ITGB5	0.0062
TCGA-CD-A489-01	ITGB5	0.0091
TCGA-CD-A48A-01	EP300	0.0096
TCGA-CD-A48C-01	CDAN1	0.0071
TCGA-CD-A4MG-01	EXT1	0.0030
TCGA-CD-A4MH-01	EP300	0.0079
TCGA-CD-A4MI-01	FXN	0.0020
TCGA-CD-A4MJ-01	EP300	0.0042
TCGA-CE-A13K-01	TIPARP	0.0115
TCGA-CE-A27D-01	ELMO2	0.0095
TCGA-CE-A3MD-01	BCAR1	0.0093
TCGA-CE-A3ME-01	BCAR1	0.0098
TCGA-CE-A481-01	BCAR1	0.0103
TCGA-CE-A482-01	BCAR1	0.0085
TCGA-CE-A483-01	BCAR1	0.0109
TCGA-CE-A484-01	BCAR1	0.0089
TCGA-CE-A485-01	RHOA	0.0099
TCGA-CF-A1HR-01	EP300	0.0069
TCGA-CF-A1HS-01	MAGOH	0.0037
TCGA-CF-A27C-01	GLRX3	0.0049
TCGA-CF-A3MF-01	ITGB5	0.0067
TCGA-CF-A3MG-01	EP300	0.0101
TCGA-CF-A3MH-01	ITGB5	0.0061
TCGA-CF-A3MI-01	ELMO2	0.0060
TCGA-CF-A47S-01	ITGB5	0.0079
TCGA-CF-A47T-01	ELMO2	0.0087
TCGA-CF-A47V-01	CCDC101	0.0053
TCGA-CF-A47W-01	BCAR1	0.0090
TCGA-CF-A47X-01	EP300	0.0082
TCGA-CF-A47Y-01	MAGOH	0.0051
TCGA-CF-A5U8-01	EP300	0.0045
