Sample,Gene,SE_Score
TCGA-HT-7605-01,TP53,-0.070343316
TCGA-E1-5305-01,TP53,-0.07034275
TCGA-VP-A87C-01,TP53,-0.0703401
TCGA-3U-A98D-01,TP53,-0.070334576
TCGA-E9-A2JT-01,TP53,-0.07032919
TCGA-D8-A1JI-01,TP53,-0.07031146
TCGA-A1-A0SE-01,TP53,-0.070286825
TCGA-EL-A3N3-01,TP53,-0.070273854
TCGA-HC-7736-01,TP53,-0.07027343
TCGA-E2-A15I-01,TP53,-0.07027173
TCGA-YL-A8SA-01,TP53,-0.070265986
TCGA-G7-A4TM-01,TP53,-0.07026565
TCGA-B6-A0IH-01,TP53,-0.07025693
TCGA-HC-A6HY-01,TP53,-0.070244074
TCGA-G7-A8LC-01,TP53,-0.07022807
TCGA-CV-A464-01,TP53,-0.07022305
TCGA-L6-A4EQ-01,TP53,-0.07021043
TCGA-D8-A1XU-01,TP53,-0.07019803
TCGA-V4-A9EO-01,TP53,-0.07019657
TCGA-KL-8337-01,TP53,-0.070189014
TCGA-HT-8109-01,TP53,-0.07018551
TCGA-S9-A7IQ-01,TP53,-0.070185035
TCGA-WB-A81E-01,TP53,-0.070183516
TCGA-J9-A8CK-01,TP53,-0.07015103
TCGA-DD-A3A6-01,TP53,-0.070149735
TCGA-A2-A1G1-01,TP53,-0.07014802
TCGA-WR-A838-01,TP53,-0.07013126
TCGA-BH-A0DI-01,TP53,-0.07013019
TCGA-G7-6789-01,TP53,-0.07012823
TCGA-TS-A7OY-01,TP53,-0.070111364
TCGA-FG-A60K-01,TP53,-0.07010901
TCGA-G9-6361-01,TP53,-0.07010644
TCGA-BF-AAP8-01,TP53,-0.07008338
TCGA-B8-5545-01,TP53,-0.070076376
TCGA-DU-7302-01,TP53,-0.07006106
TCGA-RY-A83X-01,TP53,-0.07005021
TCGA-OR-A5KX-01,TP53,-0.07004313
TCGA-RW-A684-01,TP53,-0.070037216
TCGA-VN-A88I-01,TP53,-0.07001948
TCGA-VD-A8KG-01,TP53,-0.070014775
TCGA-D8-A1XY-01,TP53,-0.06997011
TCGA-V1-A9OL-01,TP53,-0.069964945
TCGA-E8-A415-01,TP53,-0.069947876
TCGA-Y6-A8TL-01,TP53,-0.06993964
TCGA-C8-A1HL-01,TP53,-0.06993514
TCGA-EJ-5527-01,TP53,-0.06993282
TCGA-DB-A4XF-01,TP53,-0.06992856
TCGA-D8-A1XA-01,TP53,-0.069891155
TCGA-Z4-A9VC-01,TP53,-0.06985703
TCGA-A1-A0SJ-01,TP53,-0.06985597
TCGA-CV-5971-01,TP53,-0.06985381
TCGA-G7-6792-01,TP53,-0.06984711
TCGA-3C-AALJ-01,TP53,-0.06984612
TCGA-B9-4117-01,TP53,-0.06984344
TCGA-FE-A232-01,TP53,-0.069843024
TCGA-ER-A196-01,TP53,-0.06983575
TCGA-06-2557-01,TP53,-0.06981571
TCGA-G9-6378-01,TP53,-0.06979032
TCGA-EY-A210-01,TP53,-0.06978485
TCGA-VP-AA1N-01,TP53,-0.06978
TCGA-P5-A5EX-01,TP53,-0.06977761
TCGA-HT-7858-01,TP53,-0.06974095
TCGA-UC-A7PD-01,TP53,-0.06973365
TCGA-XM-A8RG-01,TP53,-0.06971166
TCGA-BH-A1FJ-01,TP53,-0.06968662
TCGA-KN-8434-01,TP53,-0.06967716
TCGA-G9-6365-01,TP53,-0.06966883
TCGA-AO-A12E-01,TP53,-0.06964132
TCGA-AK-3426-01,TP53,-0.06960735
TCGA-4H-AAAK-01,TP53,-0.06959233
TCGA-FG-7641-01,TP53,-0.06959173
TCGA-KK-A8I7-01,TP53,-0.06958154
TCGA-EM-A1CU-01,TP53,-0.06957108
TCGA-3S-A8YW-01,TP53,-0.06956815
TCGA-D3-A5GT-01,TP53,-0.06956509
TCGA-LD-A9QF-01,TP53,-0.06956509
TCGA-2G-AAH8-01,TP53,-0.06956461
TCGA-TQ-A7RS-01,TP53,-0.06954381
TCGA-S3-A6ZH-01,TP53,-0.0695364
TCGA-5K-AAAP-01,TP53,-0.06952384
TCGA-XY-A89B-01,TP53,-0.06949708
TCGA-KO-8415-01,TP53,-0.06948218
TCGA-IB-AAUN-01,TP53,-0.06945726
TCGA-E1-A7Z3-01,TP53,-0.0694021
TCGA-B6-A0RM-01,TP53,-0.06935188
TCGA-HC-7080-01,TP53,-0.06934258
TCGA-06-0878-01,TP53,-0.069339916
TCGA-A2-A0SX-01,TP53,-0.06932634
TCGA-HT-7471-01,TP53,-0.069303155
TCGA-TQ-A7RK-01,TP53,-0.06929967
TCGA-EM-A3FR-01,TP53,-0.06929386
TCGA-KN-8426-01,TP53,-0.069291204
TCGA-BR-A4J2-01,TP53,-0.06925108
TCGA-BB-4217-01,TP53,-0.06924665
TCGA-EW-A1IY-01,TP53,-0.06923717
TCGA-DJ-A13L-01,TP53,-0.06923181
TCGA-XM-A8RC-01,TP53,-0.06921044
TCGA-DD-A4NP-01,TP53,-0.06921038
TCGA-HC-A6AQ-01,TP53,-0.069187045
TCGA-3A-A9IS-01,TP53,-0.069184035
TCGA-EJ-7791-01,TP53,-0.069181025
TCGA-G9-6362-01,TP53,-0.06918014
TCGA-A7-A3RF-01,TP53,-0.069172144
TCGA-G9-6499-01,TP53,-0.06915566
TCGA-55-8619-01,TP53,-0.06914759
TCGA-CQ-6227-01,TP53,-0.069144815
TCGA-YL-A8SF-01,TP53,-0.06913815
TCGA-AC-A3QP-01,TP53,-0.06913382
TCGA-WB-A815-01,TP53,-0.06913152
TCGA-CQ-6229-01,TP53,-0.06912483
TCGA-VQ-A8PQ-01,TP53,-0.069119275
TCGA-V4-A9EI-01,TP53,-0.0690938
TCGA-DU-7294-01,TP53,-0.06908259
TCGA-ZM-AA0H-01,TP53,-0.06906921
TCGA-S9-A6UB-01,TP53,-0.069067925
TCGA-FS-A1ZG-06,TP53,-0.06905579
TCGA-CS-6290-01,TP53,-0.06905386
TCGA-DB-A64V-01,TP53,-0.069049984
TCGA-V1-A8X3-01,TP53,-0.06904289
TCGA-FS-A1ZU-06,TP53,-0.06903896
TCGA-E1-5311-01,TP53,-0.0690389
TCGA-D8-A1XG-01,TP53,-0.069036424
TCGA-CS-5396-01,TP53,-0.069028296
TCGA-W5-AA33-01,TP53,-0.069027305
TCGA-S9-A7R7-01,TP53,-0.06902581
TCGA-KM-8477-01,TP53,-0.06901884
TCGA-3U-A98J-01,TP53,-0.069018275
TCGA-EM-A22L-01,TP53,-0.069016494
TCGA-CZ-5458-01,TP53,-0.0690029
TCGA-FX-A8OO-01,TP53,-0.0689905
TCGA-FG-8188-01,TP53,-0.06896448
TCGA-XE-AAOF-01,TP53,-0.06895819
TCGA-XQ-A8TB-01,TP53,-0.06895289
TCGA-EJ-7331-01,TP53,-0.06894496
TCGA-B6-A0RH-01,TP53,-0.06892692
TCGA-OR-A5LG-01,TP53,-0.06891596
TCGA-QQ-A5V2-01,TP53,-0.068910986
TCGA-FG-6691-01,TP53,-0.06890178
TCGA-3H-AB3M-01,TP53,-0.068897486
TCGA-AC-A2FF-01,TP53,-0.06889084
TCGA-G9-6373-01,TP53,-0.06889045
TCGA-DU-A6S3-01,TP53,-0.068887234
TCGA-BH-A28Q-01,TP53,-0.06887546
TCGA-HT-7483-01,TP53,-0.06887406
TCGA-AO-A0JG-01,TP53,-0.06886342
TCGA-EB-A24C-01,TP53,-0.06885257
TCGA-BH-A0DO-01,TP53,-0.06884241
TCGA-ED-A82E-01,TP53,-0.06883651
TCGA-AR-A24U-01,TP53,-0.068820134
TCGA-3X-AAVC-01,TP53,-0.06881549
TCGA-E9-A1RA-01,TP53,-0.06879765
TCGA-3B-A9HR-01,TP53,-0.06879598
TCGA-TQ-A7RP-01,TP53,-0.06878317
TCGA-06-0130-01,TP53,-0.068779945
TCGA-AX-A3G4-01,TP53,-0.068772525
TCGA-HW-8322-01,TP53,-0.06876862
TCGA-ZM-AA05-01,TP53,-0.068749525
TCGA-LK-A4O2-01,TP53,-0.0687482
TCGA-DU-A7TJ-01,TP53,-0.06874812
TCGA-S9-A6U9-01,TP53,-0.06874663
TCGA-LK-A4NW-01,TP53,-0.068745494
TCGA-E1-A7YW-01,TP53,-0.06872371
TCGA-C8-A12N-01,TP53,-0.068682134
TCGA-KK-A8IH-01,TP53,-0.068680495
TCGA-DX-A7ER-01,TP53,-0.06866503
TCGA-FG-A70Y-01,TP53,-0.06865525
TCGA-EV-5901-01,TP53,-0.0686385
TCGA-DU-7301-01,TP53,-0.06862539
TCGA-HT-7873-01,TP53,-0.0686246
TCGA-A2-A0EW-01,TP53,-0.06862199
TCGA-V3-A9ZY-01,TP53,-0.06861171
TCGA-XE-AANR-01,TP53,-0.0685941
TCGA-DU-7008-01,TP53,-0.06858972
TCGA-CH-5763-01,TP53,-0.068538666
TCGA-EM-A2CM-01,TP53,-0.06853396
TCGA-CH-5765-01,TP53,-0.06853201
TCGA-2G-AAKH-01,TP53,-0.06853181
TCGA-G9-6364-01,TP53,-0.06853133
TCGA-BQ-5887-01,TP53,-0.06853074
TCGA-HC-A6AS-01,TP53,-0.06852344
TCGA-J4-8200-01,TP53,-0.068499
TCGA-A1-A0SF-01,TP53,-0.06848389
TCGA-EJ-A7NM-01,TP53,-0.068482295
TCGA-XD-AAUG-01,TP53,-0.06847978
TCGA-OR-A5KU-01,TP53,-0.06847867
TCGA-BH-A18I-01,TP53,-0.06842023
TCGA-B2-3923-01,TP53,-0.068406194
TCGA-EJ-5497-01,TP53,-0.06840512
TCGA-EJ-7315-01,TP53,-0.06839577
TCGA-TM-A84T-01,TP53,-0.06837419
TCGA-E2-A1BC-01,TP53,-0.068360865
TCGA-AC-A3QQ-01,TP53,-0.06833875
TCGA-N1-A6IA-01,TP53,-0.06833834
TCGA-KM-8639-01,TP53,-0.068324864
TCGA-C8-A12Y-01,TP53,-0.06830811
TCGA-VS-A9UT-01,TP53,-0.06830735
TCGA-C8-A133-01,TP53,-0.068294846
TCGA-3A-A9IX-01,TP53,-0.06828494
TCGA-MB-A8JK-01,TP53,-0.068281054
TCGA-C8-A26Z-01,TP53,-0.06826356
TCGA-HT-7469-01,TP53,-0.068255186
TCGA-DD-A4NA-01,TP53,-0.068251856
TCGA-P5-A5EU-01,TP53,-0.06824979
TCGA-E2-A15E-01,TP53,-0.06822491
TCGA-DX-A2J1-01,TP53,-0.068217106
TCGA-DU-5870-01,TP53,-0.068158746
TCGA-LK-A4O0-01,TP53,-0.06815505
TCGA-2A-AAYO-01,TP53,-0.068149865
TCGA-TK-A8OK-01,TP53,-0.068148494
TCGA-E1-A7Z2-01,TP53,-0.0681434
TCGA-G9-7522-01,TP53,-0.0681414
TCGA-WB-A81T-01,TP53,-0.06814009
TCGA-CJ-4637-01,TP53,-0.068131834
TCGA-55-8206-01,TP53,-0.0681299
TCGA-CZ-5454-01,TP53,-0.06812453
TCGA-HC-7230-01,TP53,-0.06810144
TCGA-P5-A5EW-01,TP53,-0.06809375
TCGA-EM-A3AP-01,TP53,-0.06808716
TCGA-G9-7509-01,TP53,-0.06808508
TCGA-G9-6338-01,TP53,-0.06807516
TCGA-P5-A5F1-01,TP53,-0.06805676
TCGA-DU-6407-01,TP53,-0.06804374
TCGA-FG-8182-01,TP53,-0.0680013
TCGA-EJ-7789-01,TP53,-0.0679982
TCGA-NA-A4QX-01,TP53,-0.0679923
TCGA-E2-A1IF-01,TP53,-0.067986235
TCGA-HC-A631-01,TP53,-0.067983195
TCGA-EJ-7218-01,TP53,-0.067967
TCGA-OL-A5RX-01,TP53,-0.06796223
TCGA-OL-A5S0-01,TP53,-0.067960374
TCGA-B1-A47N-01,TP53,-0.067954786
TCGA-DU-A6S6-01,TP53,-0.0679408
TCGA-EJ-8468-01,TP53,-0.067923546
TCGA-RW-A8AZ-01,TP53,-0.06792095
TCGA-MJ-A850-01,TP53,-0.06791186
TCGA-12-3653-01,TP53,-0.067911096
TCGA-EK-A2H1-01,TP53,-0.067909956
TCGA-HC-7818-01,TP53,-0.06787479
TCGA-OR-A5JD-01,TP53,-0.06787139
TCGA-QR-A6GU-01,TP53,-0.06787086
TCGA-BH-A0E9-01,TP53,-0.06787014
TCGA-EM-A3SX-01,TP53,-0.067807846
TCGA-ER-A19T-01,TP53,-0.06779632
TCGA-06-5410-01,TP53,-0.06779161
TCGA-W5-AA2O-01,TP53,-0.06779125
TCGA-E2-A15H-01,TP53,-0.0677897
TCGA-D8-A1JE-01,TP53,-0.06778368
TCGA-KK-A8I8-01,TP53,-0.06777451
TCGA-AJ-A3I9-01,TP53,-0.067738235
TCGA-BJ-A28V-01,TP53,-0.06772408
TCGA-S9-A7R3-01,TP53,-0.067718446
TCGA-KM-8442-01,TP53,-0.06769785
TCGA-AO-A12G-01,TP53,-0.06769046
TCGA-SI-A71P-01,TP53,-0.067683905
TCGA-CR-6470-01,TP53,-0.06768063
TCGA-QH-A6X4-01,TP53,-0.06766618
TCGA-YL-A8SH-01,TP53,-0.067664474
TCGA-HT-7694-01,TP53,-0.06765581
TCGA-EL-A4KI-01,TP53,-0.06765357
TCGA-KK-A8IC-01,TP53,-0.0676412
TCGA-XX-A899-01,TP53,-0.06763962
TCGA-KO-8416-01,TP53,-0.067631334
TCGA-MB-A8JL-01,TP53,-0.06762773
TCGA-FG-A60L-01,TP53,-0.06761572
TCGA-KK-A7AQ-01,TP53,-0.067610115
TCGA-BH-A0BJ-01,TP53,-0.06760889
TCGA-2G-AAM3-01,TP53,-0.06758058
TCGA-E1-A7YJ-01,TP53,-0.06756195
TCGA-3G-AB19-01,TP53,-0.067561746
TCGA-MO-A47P-01,TP53,-0.0675284
TCGA-78-8648-01,TP53,-0.067516014
TCGA-RT-A6YA-01,TP53,-0.06751415
TCGA-WB-A814-01,TP53,-0.067507476
TCGA-OU-A5PI-01,TP53,-0.06749351
TCGA-DH-5142-01,TP53,-0.0674569
TCGA-AD-6963-01,TP53,-0.06743675
TCGA-ZB-A96E-01,TP53,-0.06743437
TCGA-LL-A5YN-01,TP53,-0.06743148
TCGA-DU-5853-01,TP53,-0.06740734
TCGA-DX-A3UD-01,TP53,-0.06740254
TCGA-B6-A0X7-01,TP53,-0.06737821
TCGA-OR-A5K6-01,TP53,-0.0673707
TCGA-V4-A9F8-01,TP53,-0.06736213
TCGA-4V-A9QJ-01,TP53,-0.06735116
TCGA-HT-A616-01,TP53,-0.06734124
TCGA-BH-A1EU-01,TP53,-0.06733167
TCGA-AL-3467-01,TP53,-0.06731865
TCGA-BH-A18R-01,TP53,-0.0673126
TCGA-A2-A0D3-01,TP53,-0.06730986
TCGA-J9-A52E-01,TP53,-0.067301676
TCGA-HT-8110-01,TP53,-0.06726006
TCGA-HT-7609-01,TP53,-0.067249835
TCGA-AR-A0TR-01,TP53,-0.06723359
TCGA-5U-AB0E-01,TP53,-0.067231864
TCGA-FS-A1ZH-06,TP53,-0.06720245
TCGA-DU-8162-01,TP53,-0.067192405
TCGA-ZG-A9L2-01,TP53,-0.06718993
TCGA-2G-AAGE-01,TP53,-0.06718254
TCGA-D8-A73X-01,TP53,-0.06716609
TCGA-2J-AABA-01,TP53,-0.06716573
TCGA-2G-AAGP-01,TP53,-0.06715995
TCGA-XJ-A9DI-01,TP53,-0.06715834
TCGA-V1-A9ZR-01,TP53,-0.06714979
TCGA-BA-A6DG-01,TP53,-0.06714311
TCGA-HT-A618-01,TP53,-0.06713855
TCGA-BH-A1F6-01,TP53,-0.067136675
TCGA-LL-A740-01,TP53,-0.067132115
TCGA-DX-A6B7-01,TP53,-0.06713092
TCGA-KO-8403-01,TP53,-0.06711712
TCGA-CH-5788-01,TP53,-0.06710404
TCGA-EJ-5507-01,TP53,-0.06709036
TCGA-DB-A75K-01,TP53,-0.06708348
TCGA-C8-A1HO-01,TP53,-0.067078374
TCGA-HC-7212-01,TP53,-0.067076415
TCGA-FG-6689-01,TP53,-0.06706709
TCGA-55-8505-01,TP53,-0.06706245
TCGA-MQ-A4KX-01,TP53,-0.0670611
TCGA-28-5220-01,TP53,-0.06703803
TCGA-DX-A48L-01,TP53,-0.06702992
TCGA-HT-7687-01,TP53,-0.06700525
TCGA-EW-A1OZ-01,TP53,-0.066996664
TCGA-ZC-AAAA-01,TP53,-0.0669961
TCGA-GM-A2DN-01,TP53,-0.06698878
TCGA-RW-A680-01,TP53,-0.06698558
TCGA-CS-6667-01,TP53,-0.06696269
TCGA-EW-A1P3-01,TP53,-0.06695771
TCGA-V1-A8WS-01,TP53,-0.06694555
TCGA-FG-5965-01,TP53,-0.06694479
TCGA-FG-6690-01,TP53,-0.06693801
TCGA-FN-7833-01,TP53,-0.066937804
TCGA-A2-A0T6-01,TP53,-0.06693521
TCGA-AC-A2FO-01,TP53,-0.06692526
TCGA-AC-A7VB-01,TP53,-0.06690657
TCGA-BJ-A3PU-01,TP53,-0.06689874
TCGA-DB-A64P-01,TP53,-0.06689639
TCGA-BJ-A0ZH-01,TP53,-0.06689492
TCGA-F2-6879-01,TP53,-0.06689173
TCGA-EB-A3XE-01,TP53,-0.066870846
TCGA-E9-A229-01,TP53,-0.066850916
TCGA-G9-6356-01,TP53,-0.06684208
TCGA-BJ-A18Z-01,TP53,-0.06680673
TCGA-HT-A617-01,TP53,-0.066794045
TCGA-AR-A254-01,TP53,-0.06677815
TCGA-KC-A7F3-01,TP53,-0.06677218
TCGA-XM-AAZ3-01,TP53,-0.06677058
TCGA-KL-8326-01,TP53,-0.06674993
TCGA-HW-8320-01,TP53,-0.0667381
TCGA-M7-A71Y-01,TP53,-0.06673077
TCGA-HC-A48F-01,TP53,-0.06671569
TCGA-QH-A65Z-01,TP53,-0.06669822
TCGA-WY-A85A-01,TP53,-0.06669614
TCGA-HT-7603-01,TP53,-0.06668775
TCGA-D3-A51K-06,TP53,-0.06667805
TCGA-A4-7828-01,TP53,-0.06667565
TCGA-D3-A1Q3-06,TP53,-0.06664437
TCGA-EM-A3O3-01,TP53,-0.066627234
TCGA-FS-A4F4-06,TP53,-0.06662038
TCGA-G9-7510-01,TP53,-0.066615015
TCGA-S9-A7IZ-01,TP53,-0.06661394
TCGA-E8-A437-01,TP53,-0.06660685
TCGA-YL-A8SP-01,TP53,-0.06660199
TCGA-FB-A5VM-01,TP53,-0.066599526
TCGA-IQ-7631-01,TP53,-0.066591404
TCGA-AN-A0XL-01,TP53,-0.066584565
TCGA-4V-A9QR-01,TP53,-0.06658307
TCGA-BH-A0H3-01,TP53,-0.066562414
TCGA-TM-A84M-01,TP53,-0.06653851
TCGA-E1-A7Z4-01,TP53,-0.06652209
TCGA-YL-A9WK-01,TP53,-0.06647909
TCGA-VD-A8KD-01,TP53,-0.06647548
TCGA-DS-A3LQ-01,TP53,-0.066455334
TCGA-KM-8443-01,TP53,-0.06645146
TCGA-EJ-5516-01,TP53,-0.06644726
TCGA-CF-A47T-01,TP53,-0.06644011
TCGA-SX-A7SU-01,TP53,-0.06643775
TCGA-19-4065-01,TP53,-0.06643388
TCGA-ZG-A9L6-01,TP53,-0.066432506
TCGA-X7-A8M1-01,TP53,-0.06642574
TCGA-TM-A84B-01,TP53,-0.066420645
TCGA-YL-A8SB-01,TP53,-0.066411674
TCGA-B9-7268-01,TP53,-0.06633911
TCGA-DX-A1KW-01,TP53,-0.06633866
TCGA-CJ-4908-01,TP53,-0.06631839
TCGA-PZ-A5RE-01,TP53,-0.066282
TCGA-DD-A119-01,TP53,-0.06627521
TCGA-HC-7233-01,TP53,-0.06624994
TCGA-ET-A2N0-01,TP53,-0.06624502
TCGA-AN-A0XR-01,TP53,-0.066235065
TCGA-BH-A6R8-01,TP53,-0.06619412
TCGA-5P-A9K8-01,TP53,-0.06616846
TCGA-HT-A74O-01,TP53,-0.06616396
TCGA-B6-A40B-01,TP53,-0.06615886
TCGA-HI-7171-01,TP53,-0.06614563
TCGA-DB-A64U-01,TP53,-0.0661377
TCGA-E2-A156-01,TP53,-0.06613049
TCGA-EL-A3D6-01,TP53,-0.066117376
TCGA-HV-AA8V-01,TP53,-0.06611206
TCGA-DU-7015-01,TP53,-0.06611094
TCGA-D8-A27P-01,TP53,-0.06610909
TCGA-3U-A98F-01,TP53,-0.06609586
TCGA-V1-A9Z9-01,TP53,-0.06607825
TCGA-IB-A5SO-01,TP53,-0.066067815
TCGA-DD-A4NL-01,TP53,-0.066066295
TCGA-97-8177-01,TP53,-0.066066146
TCGA-A2-A0CV-01,TP53,-0.06605971
TCGA-KK-A6E2-01,TP53,-0.06605819
TCGA-P5-A72X-01,TP53,-0.06605595
TCGA-S7-A7WM-01,TP53,-0.06605062
TCGA-28-5216-01,TP53,-0.06604189
TCGA-CN-A499-01,TP53,-0.06602171
TCGA-S9-A7J1-01,TP53,-0.06601584
TCGA-A2-A0CS-01,TP53,-0.066011876
TCGA-CH-5766-01,TP53,-0.06599876
TCGA-CH-5764-01,TP53,-0.06599247
TCGA-DU-7019-01,TP53,-0.06598467
TCGA-S9-A6U1-01,TP53,-0.06594592
TCGA-AC-A2QH-01,TP53,-0.06592497
TCGA-2A-A8VV-01,TP53,-0.065885715
TCGA-CS-6188-01,TP53,-0.06588124
TCGA-HT-8018-01,TP53,-0.06584272
TCGA-RY-A845-01,TP53,-0.06583526
TCGA-DX-A7EN-01,TP53,-0.065828145
TCGA-E9-A22H-01,TP53,-0.06581827
TCGA-CD-5803-01,TP53,-0.0658018
TCGA-HT-7690-01,TP53,-0.06579468
TCGA-DX-AB2O-01,TP53,-0.06579256
TCGA-SB-A6J6-01,TP53,-0.065748036
TCGA-DB-A64Q-01,TP53,-0.06573829
TCGA-A3-3365-01,TP53,-0.06573489
TCGA-IS-A3K6-01,TP53,-0.065733775
TCGA-A3-3374-01,TP53,-0.06573185
TCGA-XK-AAIR-01,TP53,-0.06571251
TCGA-XM-A8RI-01,TP53,-0.065707356
TCGA-AR-A24N-01,TP53,-0.06567249
TCGA-2Y-A9GS-01,TP53,-0.06566697
TCGA-A2-A04N-01,TP53,-0.065660834
TCGA-A3-A8OX-01,TP53,-0.06565049
TCGA-FB-A7DR-01,TP53,-0.065626554
TCGA-EB-A3HV-01,TP53,-0.065621465
TCGA-ET-A25G-01,TP53,-0.0656114
TCGA-A1-A0SM-01,TP53,-0.06560969
TCGA-HT-7472-01,TP53,-0.06560168
TCGA-B8-5552-01,TP53,-0.065595895
TCGA-CS-5390-01,TP53,-0.06558014
TCGA-GM-A2DA-01,TP53,-0.06554523
TCGA-AR-A24K-01,TP53,-0.06554335
TCGA-EW-A1J1-01,TP53,-0.065539986
TCGA-EK-A2RL-01,TP53,-0.065538794
TCGA-WY-A85C-01,TP53,-0.06553832
TCGA-BH-A0W5-01,TP53,-0.06553057
TCGA-97-7553-01,TP53,-0.06552738
TCGA-FX-A3NK-01,TP53,-0.06550556
TCGA-V7-A7HQ-01,TP53,-0.06547743
TCGA-NQ-A638-01,TP53,-0.06545606
TCGA-A3-3323-01,TP53,-0.065448135
TCGA-BJ-A0Z2-01,TP53,-0.06544804
TCGA-06-5414-01,TP53,-0.06544403
TCGA-KK-A6E1-01,TP53,-0.06544138
TCGA-X3-A8G4-01,TP53,-0.06542748
TCGA-2Z-A9JJ-01,TP53,-0.065424755
TCGA-BH-A0DH-01,TP53,-0.0654228
TCGA-DZ-6135-01,TP53,-0.06541908
TCGA-QU-A6IP-01,TP53,-0.06541879
TCGA-E1-5304-01,TP53,-0.065413095
TCGA-HW-7489-01,TP53,-0.06540826
TCGA-V4-A9EC-01,TP53,-0.06539267
TCGA-FX-A48G-01,TP53,-0.065383196
TCGA-DJ-A3V7-01,TP53,-0.065381676
TCGA-QH-A6CS-01,TP53,-0.06537795
TCGA-FG-A6J1-01,TP53,-0.06537381
TCGA-E2-A107-01,TP53,-0.0653731
TCGA-YL-A8S9-01,TP53,-0.06536257
TCGA-LL-A7T0-01,TP53,-0.065361194
TCGA-RD-A8N5-01,TP53,-0.065357655
TCGA-KU-A6H8-01,TP53,-0.06535739
TCGA-AL-3473-01,TP53,-0.06534931
TCGA-55-8087-01,TP53,-0.06534797
TCGA-A2-A1FZ-01,TP53,-0.065327436
TCGA-ZG-A9LY-01,TP53,-0.065326095
TCGA-YL-A8SO-01,TP53,-0.06532532
TCGA-ER-A2NF-01,TP53,-0.06531906
TCGA-YL-A8SQ-01,TP53,-0.065319
TCGA-VP-A87J-01,TP53,-0.06531581
TCGA-VP-A87H-01,TP53,-0.065302536
TCGA-FG-A87N-01,TP53,-0.06528705
TCGA-EY-A1GP-01,TP53,-0.06528374
TCGA-W2-A7HC-01,TP53,-0.06528333
TCGA-ZG-A8QZ-01,TP53,-0.065280676
TCGA-B4-5377-01,TP53,-0.06527433
TCGA-TQ-A7RR-01,TP53,-0.0652729
TCGA-EL-A4JV-01,TP53,-0.065268785
TCGA-EL-A3H1-01,TP53,-0.065265365
TCGA-P8-A6RX-01,TP53,-0.06526517
TCGA-CZ-5469-01,TP53,-0.06525743
TCGA-FG-7634-01,TP53,-0.06525537
TCGA-B8-5165-01,TP53,-0.065252006
TCGA-FG-5963-01,TP53,-0.06524831
TCGA-EJ-5509-01,TP53,-0.065231584
TCGA-DX-A3UC-01,TP53,-0.065226555
TCGA-QH-A6CX-01,TP53,-0.06521192
TCGA-28-5204-01,TP53,-0.06519731
TCGA-KN-8425-01,TP53,-0.06517318
TCGA-L5-A4OF-01,TP53,-0.065160155
TCGA-HT-7467-01,TP53,-0.0651583
TCGA-CH-5792-01,TP53,-0.06515783
TCGA-QR-A70N-01,TP53,-0.06514758
TCGA-G9-6332-01,TP53,-0.065147296
TCGA-E7-A4XJ-01,TP53,-0.06514254
TCGA-QT-A5XJ-01,TP53,-0.065142
TCGA-HC-7747-01,TP53,-0.065140575
TCGA-HT-8108-01,TP53,-0.06513837
TCGA-HC-7744-01,TP53,-0.06513721
TCGA-S3-A6ZG-01,TP53,-0.06512645
TCGA-LP-A4AX-01,TP53,-0.0651201
TCGA-WY-A85B-01,TP53,-0.065113135
TCGA-ZF-AA5P-01,TP53,-0.06511113
TCGA-DU-7007-01,TP53,-0.06510608
TCGA-78-7540-01,TP53,-0.06509292
TCGA-EO-A3KW-01,TP53,-0.06507367
TCGA-M7-A725-01,TP53,-0.06505838
TCGA-EJ-5498-01,TP53,-0.065048665
TCGA-MQ-A4LM-01,TP53,-0.065035194
TCGA-AR-A0U3-01,TP53,-0.065009564
TCGA-P5-A737-01,TP53,-0.06500363
TCGA-W5-AA2Q-01,TP53,-0.06499812
TCGA-CV-7103-01,TP53,-0.06499645
TCGA-BH-A1EX-01,TP53,-0.06498961
TCGA-FG-8185-01,TP53,-0.06498699
TCGA-XU-A92V-01,TP53,-0.06496553
TCGA-DX-A3UF-01,TP53,-0.064964145
TCGA-CS-6668-01,TP53,-0.064959526
TCGA-DB-A4XG-01,TP53,-0.064947926
TCGA-K1-A6RU-01,TP53,-0.0649375
TCGA-KK-A7AW-01,TP53,-0.06492302
TCGA-HT-7478-01,TP53,-0.064921476
TCGA-OR-A5JV-01,TP53,-0.06491989
TCGA-26-5134-01,TP53,-0.06491187
TCGA-BR-4294-01,TP53,-0.064895615
TCGA-MQ-A6BS-01,TP53,-0.064887285
TCGA-E9-A1N8-01,TP53,-0.064875424
TCGA-BR-6564-01,TP53,-0.064872846
TCGA-QT-A5XO-01,TP53,-0.064870894
TCGA-EW-A1PE-01,TP53,-0.064851254
TCGA-KK-A8IF-01,TP53,-0.0648458
TCGA-BC-A10Q-01,TP53,-0.06484005
TCGA-AR-A2LO-01,TP53,-0.06483585
TCGA-UZ-A9PM-01,TP53,-0.06482873
TCGA-CH-5751-01,TP53,-0.06481289
TCGA-BP-5184-01,TP53,-0.06480614
TCGA-G9-6369-01,TP53,-0.06480542
TCGA-DX-A7EF-01,TP53,-0.06478701
TCGA-G9-6354-01,TP53,-0.06478484
